"nombre" "sitio" "estrato" "replica" "taxa" "body_mass" "ab"
"395" "P 2" "P" "10" 2 "oribatulidae" 32,415488558026 5
"396" "P 2" "P" "10" 2 "oripodidae" 13,711595062522 12
"397" "P 2" "P" "10" 2 "parasitidae" 19,4778797442025 1
"398" "P 2" "P" "10" 2 "penthalidae" 3,01069151696441 1
"399" "P 2" "P" "10" 2 "predador" 4,00953782798421 8
"400" "P 2" "P" "10" 2 "ptilidae" 73,4845570727823 1
"401" "P 2" "P" "10" 2 "rhodacaroidea" 6,6562195846625 2
"402" "P 2" "P" "10" 2 "scheloribates" 14,5416650812556 6
"403" "P 2" "P" "10" 2 "staphylinidae" 1117,54208099476 3
"404" "P 2" "P" "10" 2 "symphyla" 19,8435577869808 1
"405" "P 2" "P" "10" 2 "tardigrado" 285,063482244198 3
"406" "P 2" "P" "10" 2 "terebrantia" 544,525955581365 1
"407" "P 2" "P" "20" 2 "Eukerria halophila" 3300 1
"408" "P 2" "P" "20" 2 "Juvenil" 20362,5 4
"409" "P 2" "P" "20" 2 "Microscolex phosphoreus" 4575 2
"410" "P 2" "P" "20" 2 "anthribidae" 14600 4
"411" "P 2" "P" "20" 2 "entomobriidae" 99,0595952011892 1
"412" "P 2" "P" "20" 2 "larva_scarabidae" 7600 1
"413" "P 2" "P" "20" 2 "oniscoidea" 4800 1
"414" "P 2" "P" "Frag" 2 "astigmata" 18,5439219528229 1
"415" "P 2" "P" "Frag" 2 "dermanisoidea" 44,935496506256 2
"416" "P 2" "P" "Frag" 2 "eupodoidea" 5,66404683462433 1
"417" "P 2" "P" "Frag" 2 "eviphididae" 56,4466705012434 8
"418" "P 2" "P" "Frag" 2 "galumnidae" 130,050565980397 4
"419" "P 2" "P" "Frag" 2 "hipogastruridae" 31,1514068704832 2
"420" "P 2" "P" "Frag" 2 "isotomidae" 28,012713637173 2
"421" "P 2" "P" "Frag" 2 "larva_coleoptero" 6157,7594265 2
"422" "P 2" "P" "Frag" 2 "larva_diptero" 471,026450280544 3
"423" "P 2" "P" "Frag" 2 "larva_sciaridae" 1578,60239439393 2
"424" "P 2" "P" "Frag" 2 "onichiuridae" 19,8613891066972 2
"425" "P 2" "P" "Frag" 2 "oniscoidea" 2184,7650756 10
"426" "P 2" "P" "Frag" 2 "oppioidea" 10,6075149916369 2
"427" "P 2" "P" "Frag" 2 "oribatulidae" 28,5510067645138 34
"428" "P 2" "P" "Frag" 2 "oripodidae" 13,8295283752397 16
"429" "P 2" "P" "Frag" 2 "raghididae" 10,7990053505364 1
"430" "P 2" "P" "Frag" 2 "rhodacaroidea" 8,26758359576309 4
"431" "P 2" "P" "Frag" 2 "scheloribates" 16,8893767360902 25
"432" "P 2" "P" "Frag" 2 "tardigrado" 533,269737472729 1
"433" "P 2" "P" "Frag" 2 "trip" 369,011110125667 4
"434" "P 2" "P" "H" 2 "juvenil" 19200 1
"435" "P 2" "P" "H" 2 "larva_staphynilidae" 19200 1
"436" "P 2" "P" "H" 2 "linyphiidae" 8400 1
"437" "P 2" "P" "H" 2 "oniscoidea" 10400 11
"438" "P 2" "P" "H" 2 "staphylinidae" 3144,22517817869 6
"439" "P 2" "P" "H" 2 "tenebrionidae" 15600 1
"440" "P 2" "P" "hoja" 2 "eremobelbidae" 70,0047802989184 1
"441" "P 2" "P" "hoja" 2 "eupthiracaroidea" 42,1525042665941 1
"442" "P 2" "P" "hoja" 2 "isotomidae" 15,6780751553172 2
"443" "P 2" "P" "hoja" 2 "oppioidea" 12,0315083866205 1
"444" "P 2" "P" "hoja" 2 "oribatulidae" 31,2537379507798 1
"445" "P 2" "P" "hoja" 2 "oripodidae" 32,2105797881435 3
"446" "P 2" "P" "hoja" 2 "rhodacaroidea" 7,45908919033499 5
"447" "P 2" "P" "hoja" 2 "tardigrado" 284,731885115206 2
"448" "P 2" "P" "hoja" 2 "trip" 263,173213107666 1
"449" "P 2" "P" "humus" 2 "astigmata" 10,6279542348908 11
"450" "P 2" "P" "humus" 2 "ceratozetoidea" 16,6897648057028 7
"451" "P 2" "P" "humus" 2 "eupodoidea" 4,28648744534761 5
"452" "P 2" "P" "humus" 2 "hipogastruridae" 4,94821898607404 2
"453" "P 2" "P" "humus" 2 "isotomidae" 3,71309307748515 7
"454" "P 2" "P" "humus" 2 "larva_diptero" 59,8781428516762 1
"455" "P 2" "P" "humus" 2 "limnozetidae" 38,9302634021245 1
"456" "P 2" "P" "humus" 2 "onichiuridae" 6,07909689715439 1
"457" "P 2" "P" "humus" 2 "oppioidea" 10,1323301844148 4
"458" "P 2" "P" "humus" 2 "oribatulidae" 34,8153606785052 22
"459" "P 2" "P" "humus" 2 "oripodidae" 16,1454703018956 31
"460" "P 2" "P" "humus" 2 "parasitidae" 14,2521295621035 8
"461" "P 2" "P" "humus" 2 "rhodacaroidea" 7,72159756198807 4
"462" "P 2" "P" "humus" 2 "scheloribates" 14,2676029668403 11
"463" "P 2" "P" "humus" 2 "tardigrado" 114,025104413353 2
"464" "P 2" "P" "humus" 2 "trip" 223,297832755855 1
"465" "P 3" "P" "10" 3 "Juvenil" 17625 2
"466" "P 3" "P" "10" 3 "Octolasion tyrtaeum" 68100 1
"467" "P 3" "P" "10" 3 "astigmata" 2,15749019158765 7
"468" "P 3" "P" "10" 3 "bacterivoro" 0,277561315863969 33
"469" "P 3" "P" "10" 3 "carabidae" 4125,59087545018 2
"470" "P 3" "P" "10" 3 "enquitreido" 1306,07011553637 1
"471" "P 3" "P" "10" 3 "eremobelbidae" 61,1366607859955 1
"472" "P 3" "P" "10" 3 "fitofago" 0,435160175989242 27
"473" "P 3" "P" "10" 3 "formicidae" 331,303554911637 4
"474" "P 3" "P" "10" 3 "fungivoro" 0,709144943195523 30
"475" "P 3" "P" "10" 3 "juvenil" 47200 1
"476" "P 3" "P" "10" 3 "laelapidae" 39,9312952443731 2
"477" "P 3" "P" "10" 3 "larva_scarabidae" 110000 1
"478" "P 3" "P" "10" 3 "linyphiidae" 5543,68411511531 4
"479" "P 3" "P" "10" 3 "omnivoro" 5,36500681312002 11
"480" "P 3" "P" "10" 3 "onichiuridae" 5,03766420985621 1
"481" "P 3" "P" "10" 3 "oniscoidea" 17990,2980438667 3
"482" "P 3" "P" "10" 3 "oripodidae" 26,2663843826965 3
"483" "P 3" "P" "10" 3 "parasitidae" 20,6202532380868 2
"484" "P 3" "P" "10" 3 "predador" 1,02843262832133 2
"485" "P 3" "P" "10" 3 "rhodacaroidea" 11,5848949607382 4
"486" "P 3" "P" "10" 3 "scheloribates" 17,6872370755545 3
"487" "P 3" "P" "10" 3 "staphylinidae" 4800 1
"488" "P 3" "P" "10" 3 "tardigrado" 263,622131508779 15
"489" "P 3" "P" "10" 3 "trip" 317,928230870699 1
"490" "P 3" "P" "20" 3 "blattodea" 800 1
"491" "P 3" "P" "20" 3 "entomobriidae" 45,2252809172532 1
"492" "P 3" "P" "20" 3 "formicidae" 2000 1
"493" "P 3" "P" "20" 3 "larva_scarabidae" 967200 1
"494" "P 3" "P" "20" 3 "linyphiidae" 221,436784996673 1
"495" "P 3" "P" "20" 3 "oniscoidea" 12400 1
"496" "P 3" "P" "Frag" 3 "alycidae" 7,72024950683907 1
"497" "P 3" "P" "Frag" 3 "astigmata" 3,95442027411867 1
"498" "P 3" "P" "Frag" 3 "bdelloidea" 9,67918316942685 2
"499" "P 3" "P" "Frag" 3 "ceratozetoidea" 8,58471303892538 1
"500" "P 3" "P" "Frag" 3 "eremobelbidae" 40,4162318786297 4
"501" "P 3" "P" "Frag" 3 "galumnidae" 103,408520937883 1
"502" "P 3" "P" "Frag" 3 "insecto_suctor" 245,322545535333 1
"503" "P 3" "P" "Frag" 3 "laelapidae" 15,2797885554217 4
"504" "P 3" "P" "Frag" 3 "lohmanidae" 10,5946909119123 1
"505" "P 3" "P" "Frag" 3 "onichiuridae" 13,9643604842553 1
"506" "P 3" "P" "Frag" 3 "oribatulidae" 18,3589746273728 19
"507" "P 3" "P" "Frag" 3 "oripodidae" 567,511144702242 17
"508" "P 3" "P" "Frag" 3 "parasitidae" 24,0959415983658 1
"509" "P 3" "P" "Frag" 3 "penthalidae" 5,56953315769039 2
"510" "P 3" "P" "Frag" 3 "rhodacaroidea" 4,13186859892101 2
"511" "P 3" "P" "Frag" 3 "scheloribates" 24,2215907259401 14
"512" "P 3" "P" "Frag" 3 "tardigrado" 162,107673530766 43
"513" "P 3" "P" "Frag" 3 "trip" 218,342591218162 1
"514" "P 3" "P" "H" 3 "oniscoidea" 23200 3
"515" "P 3" "P" "H" 3 "trogossitidae" 865,600402249675 1
"516" "P 3" "P" "hoja" 3 "afido" 484,283884020288 1
"517" "P 3" "P" "hoja" 3 "larva_diptero" 86,3822413735583 1
"518" "P 3" "P" "hoja" 3 "larva_sciaridae" 1888,93207894644 1
"519" "P 3" "P" "hoja" 3 "oribatulidae" 44,0947318194729 1
"520" "P 3" "P" "hoja" 3 "oripodidae" 22,4283541942294 2
"521" "P 3" "P" "hoja" 3 "scheloribates" 28,2198976825158 1
"522" "P 3" "P" "hoja" 3 "tardigrado" 341,774022437381 29
"523" "P 3" "P" "hoja" 3 "trip" 215,774697506711 1
"524" "P 3" "P" "humus" 3 "afido" 266,016115981217 1
"525" "P 3" "P" "humus" 3 "bdelloidea" 8,50163688262081 2
"526" "P 3" "P" "humus" 3 "ceratozetoidea" 21,9603111591987 1
"527" "P 3" "P" "humus" 3 "dermanisoidea" 22,7714903189253 1
"528" "P 3" "P" "humus" 3 "epilhomanioidea" 110,009597064037 1
"529" "P 3" "P" "humus" 3 "eremobelbidae" 59,4916045321781 5
"530" "P 3" "P" "humus" 3 "eupodoidea" 3,90689054102528 1
"531" "P 3" "P" "humus" 3 "eviphididae" 16,5315383036873 1
"532" "P 3" "P" "humus" 3 "formicidae" 359,904387554656 10
"533" "P 3" "P" "humus" 3 "laelapidae" 63,9230181319301 1
"534" "P 3" "P" "humus" 3 "larva_coleoptero" 2841,86825716667 3
"535" "P 3" "P" "humus" 3 "larva_diptero" 484,090132664038 4
"536" "P 3" "P" "humus" 3 "limnozetidae" 104,088968675335 1
"537" "P 3" "P" "humus" 3 "onichiuridae" 12,8645338681632 2
"538" "P 3" "P" "humus" 3 "oniscoidea" 2110,2150132 1
"539" "P 3" "P" "humus" 3 "oppioidea" 16,0780225921189 1
"540" "P 3" "P" "humus" 3 "oribatulidae" 39,6331955791851 2
"541" "P 3" "P" "humus" 3 "oripodidae" 19,2954666567329 8
"542" "P 3" "P" "humus" 3 "rhodacaroidea" 2,69783322378925 3
"543" "P 3" "P" "humus" 3 "scheloribates" 25,2352711140658 6
"544" "P 3" "P" "humus" 3 "tardigrado" 486,569888666452 50
"545" "P 3" "P" "humus" 3 "trip" 346,110075345557 3
"546" "R 1" "R" "10" 1 "Aporrectodea caliginosa" 44250 1
"547" "R 1" "R" "10" 1 "Aporrectodea trapezoides" 36600 2
"548" "R 1" "R" "10" 1 "Bimastos beddardi sophiae" 51637,5 4
"549" "R 1" "R" "10" 1 "Juvenil" 8970 35
"550" "R 1" "R" "10" 1 "arctacaridae" 18,0060070266512 1
"551" "R 1" "R" "10" 1 "bacterivoro" 2,18664158614903 32
"552" "R 1" "R" "10" 1 "diplopoda" 12000 1
"553" "R 1" "R" "10" 1 "elateriforme" 4400 1
"554" "R 1" "R" "10" 1 "enquitreido" 1010,61975600434 22
"555" "R 1" "R" "10" 1 "fitofago" 2,00405121072777 25
"556" "R 1" "R" "10" 1 "formicidae" 1074,07146196344 37
"557" "R 1" "R" "10" 1 "fungivoro" 4,37485940495959 34
"558" "R 1" "R" "10" 1 "galumnidae" 96,4704160747613 3
"559" "R 1" "R" "10" 1 "japygiidae" 14,0013034707283 1
"560" "R 1" "R" "10" 1 "larva_carabidae" 106800 1
"561" "R 1" "R" "10" 1 "larva_diptera" 4615,53943138152 1
"562" "R 1" "R" "10" 1 "omnivoro" 8,29269638686084 6
"563" "R 1" "R" "10" 1 "onichiuridae" 2,75394110046638 9
"564" "R 1" "R" "10" 1 "oniscoidea" 19800 8
"565" "R 1" "R" "10" 1 "oppioidea" 7,66546854823524 3
"566" "R 1" "R" "10" 1 "oribatulidae" 14,6413753569692 1
"567" "R 1" "R" "10" 1 "oripodidae" 12,2864071396653 2
"568" "R 1" "R" "10" 1 "predador" 3,57445881491333 4
"569" "R 1" "R" "10" 1 "tardigrado" 456,398032603141 5
"570" "R 1" "R" "10" 1 "trogossitidae" 8400 1
"571" "R 1" "R" "10" 1 "uropodidae" 100,709892811347 1
"572" "R 1" "R" "20" 1 "Aporrectodea rosea" 28650 1
"573" "R 1" "R" "20" 1 "Bimastos parvus" 3450 1
"574" "R 1" "R" "20" 1 "Juvenil" 5875 6
"575" "R 1" "R" "20" 1 "cicadidae" 92200 6
"576" "R 1" "R" "20" 1 "entomobriidae" 195,614748944503 1
"577" "R 1" "R" "20" 1 "formicidae" 1078,40741023064 11
"578" "R 1" "R" "20" 1 "isotomidae" 186,015446877996 11
"579" "R 1" "R" "20" 1 "larva_carabidae" 800 1
"580" "R 1" "R" "20" 1 "nematomorpha" 22400 1
"581" "R 1" "R" "20" 1 "parajapygidae" 26,4919774283054 1
"582" "R 1" "R" "20" 1 "symphyla" 10,9718148654117 1
"583" "R 1" "R" "Frag" 1 "enquitreido" 2905,26140823875 8
"584" "R 1" "R" "Frag" 1 "entomobridae" 80,7797073989784 2
"585" "R 1" "R" "Frag" 1 "eupthiracaroidea" 72,8286502822944 2
"586" "R 1" "R" "Frag" 1 "galumnidae" 122,562466817674 5
"587" "R 1" "R" "Frag" 1 "gasteropoda" 61,3797292199268 2
"588" "R 1" "R" "Frag" 1 "laelapidae" 19,6580365527955 1
"589" "R 1" "R" "Frag" 1 "larva_diptero" 315,077427976886 2
"590" "R 1" "R" "Frag" 1 "limnozetidae" 18,226994248188 1
"591" "R 1" "R" "Frag" 1 "ologamasidae" 57,480695519899 4
"592" "R 1" "R" "Frag" 1 "onichiuridae" 2,94368215903478 3
"593" "R 1" "R" "Frag" 1 "oribatulidae" 19,512588464105 4
"594" "R 1" "R" "Frag" 1 "oripodidae" 12,8623951991186 10
"595" "R 1" "R" "Frag" 1 "parasitidae" 17,148344863163 4
"596" "R 1" "R" "Frag" 1 "symphypleona" 61,9413184995465 2
"597" "R 1" "R" "H" 1 "diplopoda" 15200 1
"598" "R 1" "R" "H" 1 "enquitreido" 1183,35775507643 1
"599" "R 1" "R" "H" 1 "entomobriidae" 195,614748944503 3
"600" "R 1" "R" "H" 1 "gastropoda" 163600 1
"601" "R 1" "R" "H" 1 "larva_diptera" 7200 1
"602" "R 1" "R" "H" 1 "linyphiidae" 4800 1
"603" "R 1" "R" "H" 1 "lycosidae" 2851,43122215627 7
"604" "R 1" "R" "H" 1 "oniscoidea" 18000 7
"605" "R 1" "R" "H" 1 "staphylinidae" 1252,69516665254 1
"606" "R 1" "R" "Hoja" 1 "afido" 58,4930072522645 1
"607" "R 1" "R" "Hoja" 1 "enquitreido" 745,909315615359 7
"608" "R 1" "R" "Hoja" 1 "isotomidae" 8,93198271346193 2
"609" "R 1" "R" "Hoja" 1 "larva_diptero" 700,125270685901 1
"610" "R 1" "R" "humus" 1 "afido" 34,0530660592713 1
"611" "R 1" "R" "humus" 1 "arctacaridae" 15,0252783501292 3
"612" "R 1" "R" "humus" 1 "astigmata" 3,95151691758611 3
"613" "R 1" "R" "humus" 1 "bdelloidea" 4,85653229294316 1
"614" "R 1" "R" "humus" 1 "ceratozetoidea" 11,9910450880093 3
"615" "R 1" "R" "humus" 1 "enquitreido" 952,67937940233 18
"616" "R 1" "R" "humus" 1 "entomobridae" 15,6675749610594 7
"617" "R 1" "R" "humus" 1 "eupodoidea" 2,94969889656467 1
"618" "R 1" "R" "humus" 1 "eupthiracaroidea" 30,7533299261933 1
"619" "R 1" "R" "humus" 1 "eviphididae" 41,5764839527541 1
"620" "R 1" "R" "humus" 1 "gasteropoda" 46,1027464824453 3
"621" "R 1" "R" "humus" 1 "hipogastruridae" 3,72860142552515 1
"622" "R 1" "R" "humus" 1 "isotomidae" 3,31914913703814 1
"623" "R 1" "R" "humus" 1 "larva_diptero" 219,447097535934 2
"624" "R 1" "R" "humus" 1 "limnozetidae" 14,090090798079 1
"625" "R 1" "R" "humus" 1 "onichiuridae" 2,651021286801 15
"626" "R 1" "R" "humus" 1 "oppioidea" 6,64787593170694 6
"627" "R 1" "R" "humus" 1 "oribatulidae" 15,7452612407005 13
"628" "R 1" "R" "humus" 1 "oripodidae" 12,1834647742228 37
"629" "R 1" "R" "humus" 1 "rhodacaroidea" 7,55433886972826 1
"630" "R 1" "R" "humus" 1 "scheloribates" 11,2105040895321 7
"631" "R 1" "R" "humus" 1 "symphyla" 1,76873676100547 1
"632" "R 1" "R" "humus" 1 "symphypleona" 34,8200139086647 1
"633" "R 1" "R" "humus" 1 "tardigrado" 310,471427613345 15
"634" "R 1" "R" "humus" 1 "trip" 183,560050435934 2
"635" "R 1" "R" "humus" 1 "tydeoidea" 9,55068581489762 2
"636" "R 1" "R" "humus" 1 "uropodidae" 58,8957345446423 3
"637" "R 2" "R" "10" 2 "Juvenil" 16928,5714285714 21
"638" "R 2" "R" "10" 2 "arannae" 150,099704811027 1
"639" "R 2" "R" "10" 2 "bacterivoro" 3,48806645697226 24
"640" "R 2" "R" "10" 2 "diplopoda" 16800 2
"641" "R 2" "R" "10" 2 "diptera" 22400 1
"642" "R 2" "R" "10" 2 "enquitreido" 724,43738833184 9
"643" "R 2" "R" "10" 2 "fitofago" 1,52934900888747 19
"644" "R 2" "R" "10" 2 "formicidae" 388,559123054919 2
"645" "R 2" "R" "10" 2 "fungivoro" 9,77496966317496 18
"646" "R 2" "R" "10" 2 "galumnidae" 8,97834951205339 1
"647" "R 2" "R" "10" 2 "geophylomorpha" 8285,71428571429 7
"648" "R 2" "R" "10" 2 "isotomidae" 3,18626598011757 9
"649" "R 2" "R" "10" 2 "japygiidae" 50,475211827975 1
"650" "R 2" "R" "10" 2 "lycosidae" 7200 1
"651" "R 2" "R" "10" 2 "omnivoro" 46,7485763359798 7
"652" "R 2" "R" "10" 2 "onichiuridae" 3,26988744440071 4
"653" "R 2" "R" "10" 2 "oniscoidea" 7657,14285714286 49
"654" "R 2" "R" "10" 2 "predador" 12,8803435608079 5
"655" "R 2" "R" "10" 2 "tardigrado" 344,270259754017 4
"656" "R 2" "R" "20" 2 "carabidae" 8800 1
"657" "R 2" "R" "20" 2 "formicidae" 3024,51079931737 11
"658" "R 2" "R" "20" 2 "geophylomorpha" 3943,59480867418 3
"659" "R 2" "R" "20" 2 "lycosidae" 6800 1
"660" "R 2" "R" "20" 2 "oniscoidea" 10200 2
"661" "R 2" "R" "Frag" 2 "enquitreido" 1160,3103907369 2
"662" "R 2" "R" "Frag" 2 "entomobridae" 39,791130964606 1
"663" "R 2" "R" "Frag" 2 "galumnidae" 8,57182529334826 1
"664" "R 2" "R" "Frag" 2 "hipogastruridae" 22,2076667918063 2
"665" "R 2" "R" "Frag" 2 "isotomidae" 6,33747093534396 1
"666" "R 2" "R" "Frag" 2 "larva_sciaridae" 11073,5167299665 3
"667" "R 2" "R" "Frag" 2 "onichiuridae" 2,17608344499572 2
"668" "R 2" "R" "Frag" 2 "oribatulidae" 6,96684376023273 1
"669" "R 2" "R" "Frag" 2 "oripodidae" 5,66438954971265 2
"670" "R 2" "R" "Frag" 2 "tardigrado" 167,623340772666 1
"671" "R 2" "R" "H" 2 "diplopoda" 47200 1
"672" "R 2" "R" "H" 2 "entomobriidae" 152,783566389779 1
"673" "R 2" "R" "H" 2 "formicidae" 2263,8348877047 2
"674" "R 2" "R" "H" 2 "larva_elateridae" 933,333333333333 3
"675" "R 2" "R" "H" 2 "larva_sciaridae" 19164,2793644236 2
"676" "R 2" "R" "H" 2 "lycosidae" 6400 2
"677" "R 2" "R" "H" 2 "oniscoidea" 11718,9189189189 37
"678" "R 2" "R" "H" 2 "staphylinidae" 3571,09643347206 1
"679" "R 2" "R" "Hoja" 2 "afido" 105,803062538991 1
"680" "R 2" "R" "Hoja" 2 "enquitreido" 855,065502178269 8
"681" "R 2" "R" "Hoja" 2 "isotomidae" 2,55723818990148 2
"682" "R 2" "R" "Hoja" 2 "larva_coleoptero" 3708,1573805 1
"683" "R 2" "R" "Hoja" 2 "onichiuridae" 2,4299499845254 2
"684" "R 2" "R" "Hoja" 2 "oppioidea" 13,7017832877069 1
"685" "R 2" "R" "Hoja" 2 "oripodidae" 12,0944242844404 1
"686" "R 2" "R" "Hoja" 2 "parasitidae" 11,400305998416 2
"687" "R 2" "R" "Hoja" 2 "psocoptera" 141,276736805202 1
"688" "R 2" "R" "Hoja" 2 "tardigrado" 221,212422669182 9
"689" "R 2" "R" "humus" 2 "astigmata" 7,78451528294766 6
"690" "R 2" "R" "humus" 2 "enquitreido" 910,247092755906 3
"691" "R 2" "R" "humus" 2 "eremobelbidae" 59,7420919592818 3
"692" "R 2" "R" "humus" 2 "eupthiracaroidea" 48,1595349530916 3
"693" "R 2" "R" "humus" 2 "eviphididae" 21,9681432672022 3
"694" "R 2" "R" "humus" 2 "isotomidae" 3,55775016365506 4
"695" "R 2" "R" "humus" 2 "onichiuridae" 3,66701493904233 3
"696" "R 2" "R" "humus" 2 "oribatulidae" 20,9679631159715 3
"697" "R 2" "R" "humus" 2 "oripodidae" 11,6391061492714 5
"698" "R 2" "R" "humus" 2 "rhagididae" 0,6090343010279 1
"699" "R 2" "R" "humus" 2 "scheloribates" 12,255541039338 6
"700" "R 2" "R" "humus" 2 "tardigrado" 163,045387601885 26
"701" "R 2" "R" "humus" 2 "tydeoidea" 0,98266782747519 1
"702" "R 2" "R" "humus" 2 "uropodidae" 13,7102990919586 1
"703" "R 3" "R" "10" 3 "Apodorrectodea caliginosa" 64500 1
"704" "R 3" "R" "10" 3 "Juvenil " 10507,8947368421 19
"705" "R 3" "R" "10" 3 "bacterivoro" 2,17797391701793 22
"706" "R 3" "R" "10" 3 "carabidae" 3200 1
"707" "R 3" "R" "10" 3 "ceratozetoidea" 36,7035405623161 3
"708" "R 3" "R" "10" 3 "diplopoda" 49200 1
"709" "R 3" "R" "10" 3 "enquitreido" 1906,19599984263 10
"710" "R 3" "R" "10" 3 "entomobridae" 35,2167272688891 1
"711" "R 3" "R" "10" 3 "entomobriidae" 16,7767658728118 1
"712" "R 3" "R" "10" 3 "epilhomanioidea" 10,6628137055171 4
"713" "R 3" "R" "10" 3 "eremobelbidae" 77,4821346207863 4
"714" "R 3" "R" "10" 3 "eupthiracaroidea" 68,0345828631327 1
"715" "R 3" "R" "10" 3 "fitofago" 0,641975959373969 27
"716" "R 3" "R" "10" 3 "fungivoro" 4,36167624070436 52
"717" "R 3" "R" "10" 3 "gasteropoda" 146,700150915885 3
"718" "R 3" "R" "10" 3 "geophylomorpha" 5200 2
"719" "R 3" "R" "10" 3 "larva_curculionidae" 6600 2
"720" "R 3" "R" "10" 3 "larva_elateridae" 5200 1
"721" "R 3" "R" "10" 3 "linyphiidae" 2000 1
"722" "R 3" "R" "10" 3 "lycosidae" 8000 1
"723" "R 3" "R" "10" 3 "nematomorpha" 10000 1
"724" "R 3" "R" "10" 3 "omnivoro" 6,64766694332874 6
"725" "R 3" "R" "10" 3 "onichiuridae" 2,58881820524132 17
"726" "R 3" "R" "10" 3 "oniscoidea" 8057,14285714286 14
"727" "R 3" "R" "10" 3 "oppioidea" 12,1799029398465 5
"728" "R 3" "R" "10" 3 "oripodidae" 21,21711944323 3
"729" "R 3" "R" "10" 3 "predador" 3,67751760096312 4
"730" "R 3" "R" "10" 3 "ptinidae" 2000 1
"731" "R 3" "R" "10" 3 "pupa díptera" 8000 1
"732" "R 3" "R" "10" 3 "pupa_diptero" 1046,59464025 2
"733" "R 3" "R" "10" 3 "rhodacaroidea" 3,56047797023157 1
"734" "R 3" "R" "10" 3 "staphylinidae" 2800 3
"735" "R 3" "R" "20" 3 "blattodea" 5200 1
"736" "R 3" "R" "20" 3 "diplopoda" 8800 2
"737" "R 3" "R" "20" 3 "enquitreido" 2487,36137034487 6
"738" "R 3" "R" "20" 3 "formicidae" 724,653207475769 1
"739" "R 3" "R" "20" 3 "gastropoda" 1600 1
"740" "R 3" "R" "20" 3 "geophylomorpha" 12000 1
"741" "R 3" "R" "20" 3 "juvenil" 12000 1
"742" "R 3" "R" "20" 3 "larva_coleoptero" 6400 1
"743" "R 3" "R" "20" 3 "lycosidae" 1397,35319808825 1
"744" "R 3" "R" "20" 3 "oniscoidea" 12266,6666666667 3
"745" "R 3" "R" "20" 3 "staphylinidae" 2120,24255755238 1
"746" "R 3" "R" "Frag" 3 "bdelloidea" 8,24694998345159 1
"747" "R 3" "R" "Frag" 3 "carabidae" 178,598627284517 3
"748" "R 3" "R" "Frag" 3 "ceratozetoidea" 35,0195041416041 5
"749" "R 3" "R" "Frag" 3 "dermanisoidea" 21,1080483860874 4
"750" "R 3" "R" "Frag" 3 "enquitreido" 1818,97335349253 43
"751" "R 3" "R" "Frag" 3 "entomobridae" 31,7881147529819 1
"752" "R 3" "R" "Frag" 3 "epilhomanioidea" 73,1581502332361 2
"753" "R 3" "R" "Frag" 3 "eremobelbidae" 57,3608199790102 9
"754" "R 3" "R" "Frag" 3 "eupthiracaroidea" 75,43031645251 34
"755" "R 3" "R" "Frag" 3 "galumnidae" 21,4955756622423 20
"756" "R 3" "R" "Frag" 3 "gasteropoda" 115,188386629324 7
"757" "R 3" "R" "Frag" 3 "hipogastruridae" 9,55536055049875 5
"758" "R 3" "R" "Frag" 3 "insecto_suctor" 331,904490354754 1
"759" "R 3" "R" "Frag" 3 "isotomidae" 13,7050357794916 8
"760" "R 3" "R" "Frag" 3 "larva_carabido" 5970,46784 1
"761" "R 3" "R" "Frag" 3 "larva_sciaridae" 1546,01729888157 8
"762" "R 3" "R" "Frag" 3 "oppioidea" 17,6915129493056 4
"763" "R 3" "R" "Frag" 3 "oribatulidae" 33,630069475498 9
"764" "R 3" "R" "Frag" 3 "oripodidae" 29,9570388945315 13
"765" "R 3" "R" "Frag" 3 "ptilidae" 1702,8697399066 1
"766" "R 3" "R" "Frag" 3 "scheloribates" 25,0220797560377 4
"767" "R 3" "R" "Frag" 3 "staphiliniidae" 2640,29451923519 1
"768" "R 3" "R" "Frag" 3 "symphypleona" 97,6812248461524 1
"769" "R 3" "R" "Frag" 3 "uropodidae" 123,55365319572 2
"770" "R 3" "R" "H" 3 "carabidae" 15200 1
"771" "R 3" "R" "H" 3 "diplopoda" 14800 1
"772" "R 3" "R" "H" 3 "enquitreido" 67,2378511532169 1
"773" "R 3" "R" "H" 3 "entomobriidae" 307,97370578494 2
"774" "R 3" "R" "H" 3 "gastropoda" 97700 4
"775" "R 3" "R" "H" 3 "insecto_polinizador" 359,339746026144 1
"776" "R 3" "R" "H" 3 "juvenil" 8400 1
"777" "R 3" "R" "H" 3 "larva_scarabidae" 11200 1
"778" "R 3" "R" "H" 3 "lycosidae" 6500 4
"779" "R 3" "R" "H" 3 "oniscoidea" 7488,88888888889 18
"780" "R 3" "R" "H" 3 "pseudoscorpionida" 832,55375895074 1
"781" "R 3" "R" "Hoja" 3 "enquitreido" 1645,87271520193 42
"782" "R 3" "R" "Hoja" 3 "eupodoidea" 1,75941591187772 1
"783" "R 3" "R" "Hoja" 3 "gasteropoda" 84,3613589670941 1
"784" "R 3" "R" "Hoja" 3 "hipogastruridae" 11,2652026710859 1
"785" "R 3" "R" "Hoja" 3 "isotomidae" 5,46030647494867 1
"786" "R 3" "R" "Hoja" 3 "larva_diptero" 264,385027286216 2
"787" "R 3" "R" "Hoja" 3 "larva_sciaridae" 1193,30754310811 2
"788" "R 3" "R" "Hoja" 3 "onichiuridae" 4,50729761449571 1
