"sitio" "replica" "estrato" "microhabitat" "clase" "gremio" "taxa" "abundance" "bio.ind" "ab" "D" "Sistema" "Taxón" "Tbiomass" "Gremio" "Sitio"
"166" "A" 2 "H" "humus" "meso" "omnivoro" "hipogastruridae" 62 17.3136207806865 74 218101 "Agrícola" "Hipogastruridae" 3776118.00588851 "Omnívoros" "A"
"167" "A" 2 "H" "humus" "meso" "omnivoro" "penthalidae" 2 9.94535138504156 2 5894 "Agrícola" "Penthaleidae" 58617.901063435 "Omnívoros" "A"
"168" "A" 2 "H" "humus" "meso" "predador" "bdelloidea" 6 2.84292979604395 7 20631 "Agrícola" "Bdelloidea" 58652.4846221827 "Predadores" "A"
"169" "A" 2 "H" "humus" "meso" "predador" "ologamasidae" 2 64.3614830298769 2 5894 "Agrícola" "Ologamasidae" 379346.580978094 "Predadores" "A"
"170" "A" 2 "H" "humus" "meso" "predador" "parasitidae" 7 28.3335488295525 8 23578 "Agrícola" "Parasitidae" 668048.414303189 "Predadores" "A"
"171" "A" 2 "H" "humus" "meso" "predador" "rhodacaroidea" 7 2.27507346567154 8 23578 "Agrícola" "Rhodacaroidea" 53641.6821736036 "Predadores" "A"
"172" "A" 2 "H" "humus" "meso" "predador" "uropodidae" 1 14.8455879249111 1 2947 "Agrícola" "Uropodidae" 43749.947614713 "Predadores" "A"
"173" "A" 3 "10" "10" "macro" "detritivoro" "diplopoda" 1 3200 1 16 "Agrícola" "Diplopoda" 51200 "Detritívoros" "A"
"174" "A" 3 "10" "10" "macro" "detritivoro" "juvenil" 1 45600 1 16 "Agrícola" "Juvenil, lombriz" 729600 "Detritívoros" "A"
"175" "A" 3 "10" "10" "macro" "detritivoro" "larva_coleoptero" 1 4499.651672 1 16 "Agrícola" "Coleoptera larva" 71994.426752 "Detritívoros" "A"
"176" "A" 3 "10" "10" "macro" "detritivoro" "oniscoidea" 2 23800 2 32 "Agrícola" "Oniscoidea" 761600 "Detritívoros" "A"
"177" "A" 3 "10" "10" "macro" "detritivoro" "pupa_diptera" 3 826.868142666667 3 48 "Agrícola" "Diptera pupa" 39689.670848 "Detritívoros" "A"
"178" "A" 3 "10" "10" "macro" "predador" "grillopalpidae" 1 39200 1 16 "Agrícola" "Grillopalpidae" 627200 "Predadores" "A"
"179" "A" 3 "10" "10" "macro" "predador" "staphylinidae" 2 943.544038371719 2 32 "Agrícola" "Staphylinidae" 30193.409227895 "Predadores" "A"
"180" "A" 3 "10" "10" "meso" "detritivoro" "enquitreido" 5 1323.66048424124 6 17683 "Agrícola" "Enchytraeida" 23406288.3428378 "Detritívoros" "A"
"181" "A" 3 "10" "10" "meso" "detritivoro" "isotomidae" 2 2.15749908739685 2 5894 "Agrícola" "Isotomidae" 12716.2996211171 "Detritívoros" "A"
"182" "A" 3 "10" "10" "meso" "detritivoro" "oripodidae" 30 22.2000343258278 36 106103 "Agrícola" "Oripodidae" 2355490.24207331 "Detritívoros" "A"
"183" "A" 3 "10" "10" "meso" "microfitofago" "entomobryoidea" 1 62.9849781859312 1 2947 "Agrícola" "Entomobryoidea" 185616.730713939 "Microfitófagos" "A"
"184" "A" 3 "10" "10" "meso" "omnivoro" "astigmata" 7 21.0817798473439 8 23578 "Agrícola" "Astigmata" 497066.205240675 "Omnívoros" "A"
"185" "A" 3 "10" "10" "meso" "omnivoro" "eupodoidea" 2 2.37864325977737 2 5894 "Agrícola" "Eupodoidea" 14019.7233731278 "Omnívoros" "A"
"186" "A" 3 "10" "10" "meso" "omnivoro" "hipogastruridae" 4 22.7199190065946 4 11789 "Agrícola" "Hipogastruridae" 267845.125168744 "Omnívoros" "A"
"187" "A" 3 "10" "10" "micro" "herbivoro" "fitofago" 6 2.11003847506132 23 46855 "Agrícola" "Fitofago" 98865.852748998 "Herbivoros" "A"
"188" "A" 3 "10" "10" "micro" "microfitofago" "bacterivoro" 35 2.84534941512294 138 281131 "Agrícola" "Bacterivoro" 799915.926422927 "Microfitófagos" "A"
"189" "A" 3 "10" "10" "micro" "microfitofago" "fungivoro" 9 7.27291366805931 35 71301 "Agrícola" "Fungivoro" 518566.017446297 "Microfitófagos" "A"
"190" "A" 3 "10" "10" "micro" "omnivoro" "omnivoro" 26 30.4931014562844 103 209829 "Agrícola" "Omnivoro" 6398336.9854707 "Omnívoros" "A"
"191" "A" 3 "10" "10" "micro" "predador" "predador" 13 5.50752020463689 51 103896 "Agrícola" "Predador" 572209.319180954 "Predadores" "A"
"192" "A" 3 "20" "20" "macro" "detritivoro" "oniscoidea" 1 21600 1 16 "Agrícola" "Oniscoidea" 345600 "Detritívoros" "A"
"193" "A" 3 "20" "20" "macro" "predador" "linyphiidae" 1 5600 1 16 "Agrícola" "Linyphiidae" 89600 "Predadores" "A"
"194" "A" 3 "20" "20" "macro" "predador" "nematomorpha" 1 7200 1 16 "Agrícola" "Nematomorpha" 115200 "Predadores" "A"
"195" "A" 3 "20" "20" "macro" "predador" "trogossitidae" 1 3600 1 16 "Agrícola" "Trogossitidae" 57600 "Predadores" "A"
"196" "A" 3 "H" "Frag" "macro" "detritivoro" "larva_coleoptero" 2 3915.21493325 2 32 "Agrícola" "Coleoptera larva" 125286.877864 "Detritívoros" "A"
"197" "A" 3 "H" "Frag" "macro" "detritivoro" "larva_diptera" 6 293.241709556587 7 112 "Agrícola" "Diptera larva" 32843.0714703378 "Detritívoros" "A"
"198" "A" 3 "H" "Frag" "macro" "detritivoro" "pupa_diptera" 2 1250.37574175 2 32 "Agrícola" "Diptera pupa" 40012.023736 "Detritívoros" "A"
"199" "A" 3 "H" "Frag" "macro" "herbivoro" "afido" 9 190.880248612448 10 160 "Agrícola" "Aphidoidea" 30540.8397779917 "Herbivoros" "A"
"200" "A" 3 "H" "Frag" "macro" "herbivoro" "trip" 3 104.573615131403 3 48 "Agrícola" "Thysanoptera" 5019.53352630737 "Herbivoros" "A"
"201" "A" 3 "H" "Frag" "macro" "microfitofago" "larva_sciaridae" 4 1555.10769831678 4 64 "Agrícola" "Sciaridae larva" 99526.8926922739 "Microfitófagos" "A"
"202" "A" 3 "H" "Frag" "macro" "predador" "carabidae" 2 868.886010686594 2 32 "Agrícola" "Carabidae" 27804.352341971 "Predadores" "A"
"203" "A" 3 "H" "Frag" "macro" "predador" "staphylinidae" 1 830.865608149033 1 16 "Agrícola" "Staphylinidae" 13293.8497303845 "Predadores" "A"
"204" "A" 3 "H" "Frag" "meso" "detritivoro" "enquitreido" 13 1961.99986436688 15 44209 "Agrícola" "Enchytraeida" 86738052.0037954 "Detritívoros" "A"
"205" "A" 3 "H" "Frag" "meso" "detritivoro" "isotomidae" 20 14.0958581765016 24 70735 "Agrícola" "Isotomidae" 997070.528114843 "Detritívoros" "A"
"206" "A" 3 "H" "Frag" "meso" "detritivoro" "oripodidae" 3 15.9395676752981 3 8841 "Agrícola" "Oripodidae" 140921.717817311 "Detritívoros" "A"
"207" "A" 3 "H" "Frag" "meso" "detritivoro" "scheloribates" 7 27.9687101319133 8 23578 "Agrícola" "Scheloribates" 659446.247490252 "Detritívoros" "A"
"208" "A" 3 "H" "Frag" "meso" "detritivoro" "symphypleona" 5 41.9549489930474 6 17683 "Agrícola" "Symphypleona" 741889.363044056 "Detritívoros" "A"
"209" "A" 3 "H" "Frag" "meso" "microfitofago" "entomobryoidea" 3 17.2742310180225 3 8841 "Agrícola" "Entomobryoidea" 152721.476430337 "Microfitófagos" "A"
"210" "A" 3 "H" "Frag" "meso" "microfitofago" "oppioidea" 2 21.3063988377716 2 5894 "Agrícola" "Oppioidea" 125579.914749826 "Microfitófagos" "A"
"211" "A" 3 "H" "Frag" "meso" "microfitofago" "oribatulidae" 8 59.0952863861442 9 26525 "Agrícola" "Oribatulidae" 1567502.47139248 "Microfitófagos" "A"
"212" "A" 3 "H" "Frag" "meso" "omnivoro" "astigmata" 5 26.5201677924078 6 17683 "Agrícola" "Astigmata" 468956.127073146 "Omnívoros" "A"
"213" "A" 3 "H" "Frag" "meso" "omnivoro" "eupodoidea" 1 3.32160501043132 1 2947 "Agrícola" "Eupodoidea" 9788.7699657411 "Omnívoros" "A"
"214" "A" 3 "H" "Frag" "meso" "omnivoro" "hipogastruridae" 110 42.4400823964073 132 389045 "Agrícola" "Hipogastruridae" 16511101.8559103 "Omnívoros" "A"
"215" "A" 3 "H" "Frag" "meso" "predador" "bdelloidea" 2 12.8709590198192 2 5894 "Agrícola" "Bdelloidea" 75861.4324628145 "Predadores" "A"
"216" "A" 3 "H" "Frag" "meso" "predador" "dermanisoidea" 3 104.566257698423 3 8841 "Agrícola" "Dermanisoidea" 924470.284311761 "Predadores" "A"
"217" "A" 3 "H" "Frag" "meso" "predador" "ologamasidae" 3 171.776618391385 3 8841 "Agrícola" "Ologamasidae" 1518677.08319823 "Predadores" "A"
"218" "A" 3 "H" "Frag" "meso" "predador" "parasitidae" 6 11.5740147633999 7 20631 "Agrícola" "Parasitidae" 238783.498583704 "Predadores" "A"
"219" "A" 3 "H" "Frag" "meso" "predador" "rhodacaroidea" 2 17.9690446440514 2 5894 "Agrícola" "Rhodacaroidea" 105909.549132039 "Predadores" "A"
"220" "A" 3 "H" "H" "macro" "detritivoro" "blattodea" 1 306.782942011396 1 16 "Agrícola" "Blattodea" 4908.52707218234 "Detritívoros" "A"
"221" "A" 3 "H" "H" "macro" "detritivoro" "diplopoda" 1 8400 1 16 "Agrícola" "Diplopoda" 134400 "Detritívoros" "A"
"222" "A" 3 "H" "H" "macro" "detritivoro" "oniscoidea" 1 1600 1 16 "Agrícola" "Oniscoidea" 25600 "Detritívoros" "A"
"223" "A" 3 "H" "H" "macro" "detritivoro" "pythidae" 1 298800 1 16 "Agrícola" "Pythidae" 4780800 "Detritívoros" "A"
"224" "A" 3 "H" "H" "macro" "herbivoro" "afido" 5 1002.63876749861 6 96 "Agrícola" "Aphidoidea" 96253.3216798665 "Herbivoros" "A"
"225" "A" 3 "H" "H" "macro" "herbivoro" "cicadidae" 1 545.941605029287 1 16 "Agrícola" "Cicadidae" 8735.06568046859 "Herbivoros" "A"
"226" "A" 3 "H" "H" "macro" "herbivoro" "hemiptera" 1 1192.04272807355 1 16 "Agrícola" "Hemiptera" 19072.6836491768 "Herbivoros" "A"
"227" "A" 3 "H" "H" "macro" "predador" "formicidae" 2 783.814276672791 2 32 "Agrícola" "Formicidae" 25082.0568535293 "Predadores" "A"
"228" "A" 3 "H" "H" "macro" "predador" "geophylomorpha" 1 2000 1 16 "Agrícola" "Geophilomorpha" 32000 "Predadores" "A"
"229" "A" 3 "H" "H" "macro" "predador" "larva_carabidae" 1 2400 1 16 "Agrícola" "Carabidae, larva" 38400 "Predadores" "A"
"230" "A" 3 "H" "H" "macro" "predador" "linyphiidae" 1 9200 1 16 "Agrícola" "Linyphiidae" 147200 "Predadores" "A"
"231" "A" 3 "H" "H" "macro" "predador" "lycosidae" 3 18666.6666666667 3 48 "Agrícola" "Lycosidae" 896000 "Predadores" "A"
"232" "A" 3 "H" "H" "macro" "predador" "staphylinidae" 4 1032.92573707869 4 64 "Agrícola" "Staphylinidae" 66107.2471730362 "Predadores" "A"
"233" "A" 3 "H" "H" "meso" "microfitofago" "entomobryoidea" 1 161.768158273753 1 2947 "Agrícola" "Entomobryoidea" 476730.76243275 "Microfitófagos" "A"
"234" "A" 3 "H" "H" "meso" "predador" "mesostigmata" 5 132.40345610099 6 17683 "Agrícola" "Mesostigmata" 2341290.3142338 "Predadores" "A"
"235" "A" 3 "H" "Hoja" "macro" "detritivoro" "pupa_diptera" 1 4186.3646485 1 16 "Agrícola" "Diptera pupa" 66981.834376 "Detritívoros" "A"
"236" "A" 3 "H" "Hoja" "macro" "microfitofago" "larva_sciaridae" 2 1882.62986061218 2 32 "Agrícola" "Sciaridae larva" 60244.1555395899 "Microfitófagos" "A"
"237" "A" 3 "H" "Hoja" "macro" "predador" "formicidae" 1 757.325004120951 1 16 "Agrícola" "Formicidae" 12117.2000659352 "Predadores" "A"
"238" "A" 3 "H" "Hoja" "meso" "detritivoro" "enquitreido" 2 2139.29922622864 2 5894 "Agrícola" "Enchytraeida" 12609029.6393916 "Detritívoros" "A"
"239" "A" 3 "H" "Hoja" "meso" "omnivoro" "hipogastruridae" 17 40.7026458966175 20 58946 "Agrícola" "Hipogastruridae" 2399258.16502202 "Omnívoros" "A"
"240" "A" 3 "H" "humus" "macro" "detritivoro" "larva_diptera" 1 47.9918914015558 1 16 "Agrícola" "Diptera larva" 767.870262424893 "Detritívoros" "A"
"241" "A" 3 "H" "humus" "macro" "detritivoro" "pupa_diptera" 5 598.9000986 6 96 "Agrícola" "Diptera pupa" 57494.4094656 "Detritívoros" "A"
"242" "A" 3 "H" "humus" "macro" "herbivoro" "trip" 11 40.7494479503318 13 208 "Agrícola" "Thysanoptera" 8475.88517366902 "Herbivoros" "A"
"243" "A" 3 "H" "humus" "meso" "detritivoro" "ceratozetoidea" 2 21.3182237977438 2 5894 "Agrícola" "Ceratozetoidea" 125649.611063902 "Detritívoros" "A"
"244" "A" 3 "H" "humus" "meso" "detritivoro" "isotomidae" 11 5.31460937670092 13 38315 "Agrícola" "Isotomidae" 203629.258268296 "Detritívoros" "A"
"245" "A" 3 "H" "humus" "meso" "detritivoro" "oripodidae" 7 14.362611290611 8 23578 "Agrícola" "Oripodidae" 338641.649010026 "Detritívoros" "A"
"246" "A" 3 "H" "humus" "meso" "detritivoro" "scheloribates" 5 13.9243798023066 6 17683 "Agrícola" "Scheloribates" 246224.808044187 "Detritívoros" "A"
"247" "A" 3 "H" "humus" "meso" "detritivoro" "symphypleona" 4 27.5992962653343 4 11789 "Agrícola" "Symphypleona" 325368.103672026 "Detritívoros" "A"
"248" "A" 3 "H" "humus" "meso" "microfitofago" "onichiuridae" 1 7.92341873932793 1 2947 "Agrícola" "Onychiuridae" 23350.3150247994 "Microfitófagos" "A"
"249" "A" 3 "H" "humus" "meso" "microfitofago" "oribatulidae" 4 11.1215386609644 4 11789 "Agrícola" "Oribatulidae" 131111.819274109 "Microfitófagos" "A"
"250" "A" 3 "H" "humus" "meso" "omnivoro" "astigmata" 18 6.40475341641989 21 61893 "Agrícola" "Astigmata" 396409.403202476 "Omnívoros" "A"
"251" "A" 3 "H" "humus" "meso" "omnivoro" "eupodoidea" 5 2.25352880561637 6 17683 "Agrícola" "Eupodoidea" 39849.1498697143 "Omnívoros" "A"
"252" "A" 3 "H" "humus" "meso" "omnivoro" "hipogastruridae" 20 7.97077901253687 24 70735 "Agrícola" "Hipogastruridae" 563813.053451796 "Omnívoros" "A"
"253" "A" 3 "H" "humus" "meso" "omnivoro" "tardigrado" 2 0.882871694540196 2 5894 "Agrícola" "Tardigrada" 5203.64576761992 "Omnívoros" "A"
"254" "A" 3 "H" "humus" "meso" "omnivoro" "tydeoidea" 1 2.83495693000414 1 2947 "Agrícola" "Tydeoidea" 8354.6180727222 "Omnívoros" "A"
"255" "A" 3 "H" "humus" "meso" "predador" "bdelloidea" 2 3.93838305870232 2 5894 "Agrícola" "Bdelloidea" 23212.8297479915 "Predadores" "A"
"256" "A" 3 "H" "humus" "meso" "predador" "dermanisoidea" 1 8.96680790433841 1 2947 "Agrícola" "Dermanisoidea" 26425.1828940853 "Predadores" "A"
"257" "A" 3 "H" "humus" "meso" "predador" "rhodacaroidea" 1 11.9017184244889 1 2947 "Agrícola" "Rhodacaroidea" 35074.3641969688 "Predadores" "A"
"258" "A" 3 "H" "humus" "meso" "predador" "tenerifidae" 1 1.64460545508266 1 2947 "Agrícola" "Tenerifidae" 4846.6522761286 "Predadores" "A"
"259" "P" 1 "10" "10" "macro" "detritivoro" "Aporrectodea_trapezoides" 1 72750 1 16 "Pastizal" "Aporrectodea trapezoides" 1164000 "Detritívoros" "P"
"260" "P" 1 "10" "10" "macro" "detritivoro" "blattodea" 1 7600 1 16 "Pastizal" "Blattodea" 121600 "Detritívoros" "P"
"261" "P" 1 "10" "10" "macro" "detritivoro" "diplopoda" 2 20800 2 32 "Pastizal" "Diplopoda" 665600 "Detritívoros" "P"
"262" "P" 1 "10" "10" "macro" "detritivoro" "juvenil" 11 30136.3636363636 13 208 "Pastizal" "Juvenil, lombriz" 6268363.63636364 "Detritívoros" "P"
"263" "P" 1 "10" "10" "macro" "detritivoro" "larva_coleoptero" 1 2610.1693895 1 16 "Pastizal" "Coleoptera larva" 41762.710232 "Detritívoros" "P"
"264" "P" 1 "10" "10" "macro" "detritivoro" "larva_scarabaeidae" 1 841200 1 16 "Pastizal" "Scarabaeidae larva" 13459200 "Detritívoros" "P"
"265" "P" 1 "10" "10" "macro" "detritivoro" "oniscoidea" 13 10953.8461538462 15 240 "Pastizal" "Oniscoidea" 2628923.07692308 "Detritívoros" "P"
"266" "P" 1 "10" "10" "macro" "detritivoro" "tenebrionidae" 1 13600 1 16 "Pastizal" "Tenebrionidae" 217600 "Detritívoros" "P"
"267" "P" 1 "10" "10" "macro" "herbivoro" "afido" 1 50.456885502928 1 16 "Pastizal" "Aphidoidea" 807.310168046848 "Herbivoros" "P"
"268" "P" 1 "10" "10" "macro" "herbivoro" "trip" 1 81.7510797879113 1 16 "Pastizal" "Thysanoptera" 1308.01727660658 "Herbivoros" "P"
"269" "P" 1 "10" "10" "macro" "predador" "carabidae" 6 3466.66666666667 7 112 "Pastizal" "Carabidae" 388266.666666667 "Predadores" "P"
"270" "P" 1 "10" "10" "macro" "predador" "coccinelidae" 1 6800 1 16 "Pastizal" "Coccinelidae" 108800 "Predadores" "P"
"271" "P" 1 "10" "10" "macro" "predador" "formicidae" 3 412.85860418858 3 48 "Pastizal" "Formicidae" 19817.2130010518 "Predadores" "P"
"272" "P" 1 "10" "10" "macro" "predador" "geophylomorpha" 2 7600 2 32 "Pastizal" "Geophilomorpha" 243200 "Predadores" "P"
"273" "P" 1 "10" "10" "macro" "predador" "staphylinidae" 6 2318.99015931133 7 112 "Pastizal" "Staphylinidae" 259726.897842869 "Predadores" "P"
"274" "P" 1 "10" "10" "meso" "detritivoro" "ceratozetoidea" 6 16.537169291426 7 20631 "Pastizal" "Ceratozetoidea" 341178.339651409 "Detritívoros" "P"
"275" "P" 1 "10" "10" "meso" "detritivoro" "enquitreido" 11 1223.04498385085 13 38315 "Pastizal" "Enchytraeida" 46860968.5562452 "Detritívoros" "P"
"276" "P" 1 "10" "10" "meso" "detritivoro" "isotomidae" 1 1.51244315544603 1 2947 "Pastizal" "Isotomidae" 4457.16997909945 "Detritívoros" "P"
"277" "P" 1 "10" "10" "meso" "detritivoro" "oripodidae" 3 14.0870882387854 3 8841 "Pastizal" "Oripodidae" 124543.947119102 "Detritívoros" "P"
"278" "P" 1 "10" "10" "meso" "detritivoro" "scheloribates" 1 12.8314664924239 1 2947 "Pastizal" "Scheloribates" 37814.3317531732 "Detritívoros" "P"
"279" "P" 1 "10" "10" "meso" "microfitofago" "galumnidae" 1 8.23509895956942 1 2947 "Pastizal" "Galumnidae" 24268.8366338511 "Microfitófagos" "P"
"280" "P" 1 "10" "10" "meso" "microfitofago" "limnozetidae" 1 41.0861222352013 1 2947 "Pastizal" "Limnozetidae" 121080.802227138 "Microfitófagos" "P"
"281" "P" 1 "10" "10" "meso" "microfitofago" "onichiuridae" 4 6.62926488117868 4 11789 "Pastizal" "Onychiuridae" 78152.4036842155 "Microfitófagos" "P"
"282" "P" 1 "10" "10" "meso" "microfitofago" "oppioidea" 1 18.4965460380334 1 2947 "Pastizal" "Oppioidea" 54509.3211740844 "Microfitófagos" "P"
"283" "P" 1 "10" "10" "meso" "microfitofago" "oribatulidae" 1 11.719017492439 1 2947 "Pastizal" "Oribatulidae" 34535.9445502177 "Microfitófagos" "P"
"284" "P" 1 "10" "10" "meso" "microfitofago" "symphyla" 1 39.4706319362744 1 2947 "Pastizal" "Symphyla" 116319.952316201 "Microfitófagos" "P"
"285" "P" 1 "10" "10" "meso" "omnivoro" "tardigrado" 2 1.45403843066436 2 5894 "Pastizal" "Tardigrada" 8570.10251033574 "Omnívoros" "P"
"286" "P" 1 "10" "10" "meso" "predador" "bdelloidea" 1 13.9004701354604 1 2947 "Pastizal" "Bdelloidea" 40964.6854892018 "Predadores" "P"
"287" "P" 1 "10" "10" "meso" "predador" "ichtyostomatogasteridae" 1 895.257699422101 1 2947 "Pastizal" "Ichtyostomatogasteridae" 2638324.44019693 "Predadores" "P"
"288" "P" 1 "10" "10" "meso" "predador" "parasitidae" 2 17.2649197115697 2 5894 "Pastizal" "Parasitidae" 101759.436779992 "Predadores" "P"
"289" "P" 1 "10" "10" "meso" "predador" "rhodacaroidea" 3 9.74448729911216 3 8841 "Pastizal" "Rhodacaroidea" 86151.0122114506 "Predadores" "P"
"290" "P" 1 "10" "10" "micro" "herbivoro" "fitofago" 1 1.87018184408173 5 10185 "Pastizal" "Fitofago" 19047.8020819724 "Herbivoros" "P"
"291" "P" 1 "10" "10" "micro" "microfitofago" "bacterivoro" 21 0.742667181005945 122 248536 "Pastizal" "Bacterivoro" 184579.530498494 "Microfitófagos" "P"
"292" "P" 1 "10" "10" "micro" "microfitofago" "fungivoro" 23 3.35892507541629 134 272982 "Pastizal" "Fungivoro" 916926.084937289 "Microfitófagos" "P"
"293" "P" 1 "10" "10" "micro" "omnivoro" "omnivoro" 16 10.4411637214987 93 189458 "Pastizal" "Omnivoro" 1978161.99634771 "Omnívoros" "P"
"294" "P" 1 "10" "10" "micro" "predador" "predador" 15 2.80359614742294 87 177234 "Pastizal" "Predador" 496892.559592358 "Predadores" "P"
"295" "P" 1 "20" "20" "macro" "detritivoro" "blattodea" 1 8000 1 16 "Pastizal" "Blattodea" 128000 "Detritívoros" "P"
"296" "P" 1 "20" "20" "macro" "detritivoro" "diplopoda" 1 16800 1 16 "Pastizal" "Diplopoda" 268800 "Detritívoros" "P"
"297" "P" 1 "20" "20" "macro" "detritivoro" "oniscoidea" 3 4000 3 48 "Pastizal" "Oniscoidea" 192000 "Detritívoros" "P"
"298" "P" 1 "20" "20" "macro" "detritivoro" "ptilidae" 3 4266.66666666667 3 48 "Pastizal" "Ptilidae" 204800 "Detritívoros" "P"
"299" "P" 1 "20" "20" "macro" "herbivoro" "hemiptera" 1 14000 1 16 "Pastizal" "Hemiptera" 224000 "Herbivoros" "P"
"300" "P" 1 "20" "20" "macro" "predador" "carabidae" 1 2400 1 16 "Pastizal" "Carabidae" 38400 "Predadores" "P"
"301" "P" 1 "20" "20" "macro" "predador" "formicidae" 2 377.10546006166 2 32 "Pastizal" "Formicidae" 12067.3747219731 "Predadores" "P"
"302" "P" 1 "20" "20" "macro" "predador" "lycosidae" 1 30000 1 16 "Pastizal" "Lycosidae" 480000 "Predadores" "P"
"303" "P" 1 "20" "20" "macro" "predador" "staphylinidae" 1 5600 1 16 "Pastizal" "Staphylinidae" 89600 "Predadores" "P"
"304" "P" 1 "H" "Frag" "macro" "detritivoro" "oniscoidea" 1 1470.0036378 1 16 "Pastizal" "Oniscoidea" 23520.0582048 "Detritívoros" "P"
"305" "P" 1 "H" "Frag" "macro" "detritivoro" "pupa_diptera" 1 2537.2399155 1 16 "Pastizal" "Diptera pupa" 40595.838648 "Detritívoros" "P"
"306" "P" 1 "H" "Frag" "macro" "herbivoro" "afido" 5 349.150314806012 6 96 "Pastizal" "Aphidoidea" 33518.4302213772 "Herbivoros" "P"
"307" "P" 1 "H" "Frag" "macro" "herbivoro" "cicadidae" 2 892.613633204312 2 32 "Pastizal" "Cicadidae" 28563.636262538 "Herbivoros" "P"
"308" "P" 1 "H" "Frag" "macro" "predador" "carabidae" 1 1413.63498530469 1 16 "Pastizal" "Carabidae" 22618.159764875 "Predadores" "P"
"309" "P" 1 "H" "Frag" "macro" "predador" "staphylinidae" 1 1959.20479938395 1 16 "Pastizal" "Staphylinidae" 31347.2767901432 "Predadores" "P"
"310" "P" 1 "H" "Frag" "meso" "detritivoro" "ceratozetoidea" 8 23.6912147782503 9 26525 "Pastizal" "Ceratozetoidea" 628409.471993089 "Detritívoros" "P"
"311" "P" 1 "H" "Frag" "meso" "detritivoro" "enquitreido" 26 2782.31291111036 31 91366 "Pastizal" "Enchytraeida" 254208801.436509 "Detritívoros" "P"
"312" "P" 1 "H" "Frag" "meso" "detritivoro" "isotomidae" 12 16.8791606358877 14 41262 "Pastizal" "Isotomidae" 696467.926157996 "Detritívoros" "P"
"313" "P" 1 "H" "Frag" "meso" "detritivoro" "scheloribates" 18 13.8070364853067 21 61893 "Pastizal" "Scheloribates" 854558.909185089 "Detritívoros" "P"
"314" "P" 1 "H" "Frag" "meso" "microfitofago" "entomobryoidea" 1 20.2657125085365 1 2947 "Pastizal" "Entomobryoidea" 59723.0547626571 "Microfitófagos" "P"
"315" "P" 1 "H" "Frag" "meso" "microfitofago" "eremobelbidae" 4 61.2448425307194 4 11789 "Pastizal" "Eremobelbidae" 722015.448594651 "Microfitófagos" "P"
"316" "P" 1 "H" "Frag" "meso" "microfitofago" "galumnidae" 2 169.034561746248 2 5894 "Pastizal" "Galumnidae" 996289.706932386 "Microfitófagos" "P"
"317" "P" 1 "H" "Frag" "meso" "microfitofago" "onichiuridae" 10 17.0555762436893 12 35367 "Pastizal" "Onychiuridae" 603204.565010559 "Microfitófagos" "P"
"318" "P" 1 "H" "Frag" "meso" "microfitofago" "oppioidea" 2 7.94192625485579 2 5894 "Pastizal" "Oppioidea" 46809.71334612 "Microfitófagos" "P"
"319" "P" 1 "H" "Frag" "meso" "omnivoro" "astigmata" 1 5.41637997552839 1 2947 "Pastizal" "Astigmata" 15962.0717878822 "Omnívoros" "P"
"320" "P" 1 "H" "Frag" "meso" "omnivoro" "hipogastruridae" 8 11.3259013799041 9 26525 "Pastizal" "Hipogastruridae" 300419.534101956 "Omnívoros" "P"
"321" "P" 1 "H" "Frag" "meso" "predador" "bdelloidea" 4 2.64230868454563 4 11789 "Pastizal" "Bdelloidea" 31150.1770821084 "Predadores" "P"
"322" "P" 1 "H" "Frag" "meso" "predador" "eviphididae" 1 48.0837245366025 1 2947 "Pastizal" "Eviphididae" 141702.736209368 "Predadores" "P"
"323" "P" 1 "H" "Frag" "meso" "predador" "ichtyostomatogasteridae" 1 7.01725691994862 1 2947 "Pastizal" "Ichtyostomatogasteridae" 20679.8561430886 "Predadores" "P"
"324" "P" 1 "H" "Frag" "meso" "predador" "ologamasidae" 1 22.3996205842662 1 2947 "Pastizal" "Ologamasidae" 66011.6818618325 "Predadores" "P"
"325" "P" 1 "H" "Frag" "meso" "predador" "parasitidae" 10 14.1085229339049 12 35367 "Pastizal" "Parasitidae" 498976.130603413 "Predadores" "P"
"326" "P" 1 "H" "H" "macro" "detritivoro" "Aporrectodea_rosea" 1 22500 1 16 "Pastizal" "Aporrectodea rosea" 360000 "Detritívoros" "P"
"327" "P" 1 "H" "H" "macro" "detritivoro" "diplopoda" 2 40800 2 32 "Pastizal" "Diplopoda" 1305600 "Detritívoros" "P"
"328" "P" 1 "H" "H" "macro" "detritivoro" "juvenil" 1 171.650701091054 1 16 "Pastizal" "Juvenil, lombriz" 2746.41121745686 "Detritívoros" "P"
"329" "P" 1 "H" "H" "macro" "detritivoro" "larva_scarabaeidae" 1 218000 1 16 "Pastizal" "Scarabaeidae larva" 3488000 "Detritívoros" "P"
"330" "P" 1 "H" "H" "macro" "detritivoro" "oniscoidea" 43 11590.6976744186 51 816 "Pastizal" "Oniscoidea" 9458009.30232558 "Detritívoros" "P"
"331" "P" 1 "H" "H" "macro" "detritivoro" "tenebrionidae" 1 7600 1 16 "Pastizal" "Tenebrionidae" 121600 "Detritívoros" "P"
"332" "P" 1 "H" "H" "macro" "predador" "carabidae" 2 2600 2 32 "Pastizal" "Carabidae" 83200 "Predadores" "P"
"333" "P" 1 "H" "H" "macro" "predador" "formicidae" 1 1600 1 16 "Pastizal" "Formicidae" 25600 "Predadores" "P"
