"system" "site" "year" "month" "sample" "season" "class" "order" "specie" "guild" "habitat" "abundance" "bio.ind" "Tbiomass"
"164" "A" "manga" 2009 "mayo" "este" "O" "collembolla" "entomobryomorpha" "entomobroidea" "microphytophages" "epiedaphic" 509.295817894065 1.483770304 755.678010542606
"165" "A" "manga" 2009 "mayo" "este" "O" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 5602.25399683472 0.591441925181818 3313.40788924546
"166" "A" "manga" 2009 "mayo" "oeste" "O" "acari" "oribatida" "epilohmannioidea" "detritivore" "hemiedaphic" 509.295817894065 5.08444123 2589.48465476716
"167" "A" "manga" 2009 "mayo" "oeste" "O" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 4074.36654315252 1.720191060625 7008.68890524055
"168" "A" "manga" 2009 "mayo" "oeste" "O" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 11204.5079936694 0.719185506454545 8058.11975600115
"169" "A" "manga" 2009 "mayo" "sur" "O" "acari" "mesostigmata" "rhodacaroidea" "predator" "euedaphic" 509.295817894065 1.121842954 571.349924806124
"170" "A" "manga" 2009 "mayo" "sur" "O" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 509.295817894065 5.446750464 2774.00723242776
"171" "A" "manga" 2009 "mayo" "sur" "O" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 1018.59163578813 1.0101904185 1028.97151083741
"172" "A" "manga" 2009 "mayo" "sur" "O" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 4074.36654315252 0.532529406 2169.71999505128
"173" "A" "manga" 2009 "noviembre" "este" "V" "acari" "mesostigmata" "dermanyssoidea" "predator" "epiedaphic" 1018.59163578813 3.9315721135 4004.66647030896
"174" "A" "manga" 2009 "noviembre" "este" "V" "acari" "mesostigmata" "rhodacaroidea" "predator" "euedaphic" 509.295817894065 23.3517655 11892.9565095929
"175" "A" "manga" 2009 "noviembre" "este" "V" "acari" "oribatida" "ceratozetoidea" "detritivore" "euedaphic" 509.295817894065 6.791419561 3458.84157998125
"176" "A" "manga" 2009 "noviembre" "este" "V" "acari" "oribatida" "oppioidea" "microphytophages" "euedaphic" 2546.47908947033 1.2329582806 3139.70247973719
"177" "A" "manga" 2009 "noviembre" "este" "V" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 17825.3536262923 3.7100978032 66133.8053301701
"178" "A" "manga" 2009 "noviembre" "este" "V" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 5602.25399683472 1.32056794909091 7398.15707088637
"179" "A" "manga" 2010 "diciembre" "centro" "V" "acari" "mesostigmata" "rhodacaroidea" "predator" "euedaphic" 509.295817894065 2.077127311 1057.87225272585
"180" "A" "manga" 2010 "diciembre" "centro" "V" "acari" "oribatida" "crotonioidea" "microphytophages" "hemiedaphic" 1018.59163578813 1.223968273 1246.72384534784
"181" "A" "manga" 2010 "diciembre" "centro" "V" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 509.295817894065 3.559501139 1812.83904388186
"182" "A" "manga" 2010 "diciembre" "centro" "V" "acari" "trombidiformes" "eupodoidea" "omnivore" "hemiedaphic" 509.295817894065 0.519229464 264.441394542577
"183" "A" "manga" 2010 "diciembre" "centro" "V" "collembolla" "entomobryomorpha" "entomobroidea" "microphytophages" "epiedaphic" 509.295817894065 2.509683628 1278.1713759776
"184" "A" "manga" 2010 "diciembre" "centro" "V" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 1527.8874536822 1.90593634 2912.05622140296
"185" "A" "manga" 2010 "diciembre" "centro" "V" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 1527.8874536822 0.557528028666667 851.840080075967
"186" "A" "manga" 2010 "diciembre" "este" "V" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 509.295817894065 9.287355629 4730.0113811446
"187" "A" "manga" 2010 "diciembre" "este" "V" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 8148.73308630504 2.052156315875 16722.4740694405
"188" "A" "manga" 2010 "diciembre" "norte" "V" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 509.295817894065 2.990988446 1523.29790691727
"189" "A" "manga" 2010 "diciembre" "norte" "V" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 1018.59163578813 1.0255165105 1044.58253995793
"190" "A" "manga" 2010 "diciembre" "norte" "V" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 2037.18327157626 0.522157 1063.72950553645
"191" "A" "manga" 2010 "diciembre" "oeste" "V" "acari" "astigmata" "acaroidea" "omnivore" "epiedaphic" 509.295817894065 2.247895645 1144.84385106078
"192" "A" "manga" 2010 "diciembre" "oeste" "V" "acari" "mesostigmata" "veigaioidea" "predator" "epiedaphic" 1527.8874536822 18.0817298566667 27626.8481888718
"193" "A" "manga" 2010 "diciembre" "oeste" "V" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 1527.8874536822 3.60758114366667 5511.97796754877
"194" "A" "manga" 2010 "diciembre" "oeste" "V" "collembolla" "entomobryomorpha" "entomobroidea" "microphytophages" "epiedaphic" 1018.59163578813 8.8411905635 9005.56275839004
"195" "A" "manga" 2010 "diciembre" "oeste" "V" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 1527.8874536822 2.14556833266667 3278.18693649923
"196" "A" "manga" 2010 "diciembre" "oeste" "V" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 14260.2829010338 1.95412530210714 27866.379632116
"197" "A" "manga" 2010 "diciembre" "sur" "V" "acari" "oribatida" "oppioidea" "microphytophages" "euedaphic" 6111.54981472878 0.686864041416667 4197.80380506389
"198" "A" "manga" 2010 "diciembre" "sur" "V" "acari" "trombidiformes" "eupodoidea" "omnivore" "hemiedaphic" 15278.874536822 0.4592941243 7017.49730067921
"199" "A" "manga" 2010 "diciembre" "sur" "V" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 5602.25399683472 1.28615120409091 7205.34572365208
"200" "A" "manga" 2010 "diciembre" "sur" "V" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 6111.54981472878 0.916974773416667 5604.1370065856
"201" "A" "manga" 2010 "junio" "centro" "I" "acari" "oribatida" "crotonioidea" "microphytophages" "hemiedaphic" 509.295817894065 0.727148055 370.333463401304
"202" "A" "manga" 2010 "junio" "centro" "I" "acari" "oribatida" "oppioidea" "microphytophages" "euedaphic" 509.295817894065 0.284267431 144.77621377179
"203" "A" "manga" 2010 "junio" "centro" "I" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 4074.36654315252 0.79596343375 3243.0467840438
"204" "A" "manga" 2010 "junio" "este" "I" "acari" "mesostigmata" "dermanyssoidea" "predator" "epiedaphic" 1018.59163578813 2.114735965 2154.05236584934
"205" "A" "manga" 2010 "junio" "este" "I" "acari" "mesostigmata" "rhodacaroidea" "predator" "euedaphic" 509.295817894065 6.863951221 3495.78165108416
"206" "A" "manga" 2010 "junio" "este" "I" "acari" "oribatida" "crotonioidea" "microphytophages" "hemiedaphic" 509.295817894065 0.939747302 478.609370785831
"207" "A" "manga" 2010 "junio" "este" "I" "acari" "oribatida" "oppioidea" "microphytophages" "euedaphic" 1018.59163578813 1.5768026505 1606.11799108785
"208" "A" "manga" 2010 "junio" "este" "I" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 2037.18327157626 3.561664145 7255.76261516696
"209" "A" "manga" 2010 "junio" "este" "I" "acari" "trombidiformes" "eupodoidea" "omnivore" "hemiedaphic" 509.295817894065 4.515248332 2299.59709224075
"210" "A" "manga" 2010 "junio" "este" "I" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 15278.874536822 3.15080362733333 48140.7333121895
"211" "A" "manga" 2010 "junio" "este" "I" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 509.295817894065 1.591651213 810.621306326916
"212" "A" "manga" 2010 "junio" "este" "I" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 13241.6912652457 2.51160416873077 33257.8869828369
"213" "A" "manga" 2010 "junio" "norte" "I" "acari" "astigmata" "acaroidea" "omnivore" "epiedaphic" 509.295817894065 0.826701562 421.035648173091
"214" "A" "manga" 2010 "junio" "norte" "I" "acari" "mesostigmata" "rhodacaroidea" "predator" "euedaphic" 509.295817894065 3.747974466 1908.82772110754
"215" "A" "manga" 2010 "junio" "norte" "I" "acari" "mesostigmata" "veigaioidea" "predator" "epiedaphic" 509.295817894065 4.000943095 2037.66358591564
"216" "A" "manga" 2010 "junio" "norte" "I" "acari" "oribatida" "galumnioidea" "microphytophages" "hemiedaphic" 1527.8874536822 21.1833036566667 32365.7038845612
"217" "A" "manga" 2010 "junio" "norte" "I" "acari" "oribatida" "oppioidea" "microphytophages" "euedaphic" 509.295817894065 0.86007676 438.033496935878
"218" "A" "manga" 2010 "junio" "norte" "I" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 5602.25399683472 3.75803031863636 21053.4403728066
"219" "A" "manga" 2010 "junio" "norte" "I" "acari" "trombidiformes" "bdelloidea" "predator" "euedaphic" 1018.59163578813 1.0459587595 1065.40484380603
"220" "A" "manga" 2010 "junio" "norte" "I" "acari" "trombidiformes" "eupodoidea" "omnivore" "hemiedaphic" 1527.8874536822 0.845093901666667 1291.20836953983
"221" "A" "manga" 2010 "junio" "norte" "I" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 5602.25399683472 3.48546564818182 19526.4638583567
"222" "A" "manga" 2010 "junio" "norte" "I" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 9167.32472209317 2.15649388666667 19769.2797202821
"223" "A" "manga" 2010 "junio" "oeste" "I" "acari" "oribatida" "oppioidea" "microphytophages" "euedaphic" 509.295817894065 0.717045579 365.188314624128
"224" "A" "manga" 2010 "junio" "oeste" "I" "acari" "trombidiformes" "tydeoidea" "omnivore" "hemiedaphic" 509.295817894065 0.851226254 433.525971243831
"225" "A" "manga" 2010 "junio" "oeste" "I" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 6620.84563262285 0.681388851538462 4511.37040182632
"226" "A" "manga" 2010 "junio" "oeste" "I" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 1018.59163578813 0.467137803 475.822658896243
"227" "A" "manga" 2010 "junio" "oeste" "I" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 5092.95817894065 0.819371548 4173.02502697786
"228" "A" "manga" 2010 "junio" "sur" "I" "acari" "oribatida" "epilohmannioidea" "detritivore" "hemiedaphic" 509.295817894065 1.193973805 608.085865561564
"229" "A" "manga" 2010 "junio" "sur" "I" "acari" "oribatida" "galumnioidea" "microphytophages" "hemiedaphic" 509.295817894065 31.4296709 16006.9999471568
"230" "A" "manga" 2010 "junio" "sur" "I" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 509.295817894065 8.986010967 4576.5378050433
"231" "A" "manga" 2010 "junio" "sur" "I" "acari" "trombidiformes" "eupodoidea" "omnivore" "hemiedaphic" 509.295817894065 0.954667298 486.208062351627
"232" "A" "manga" 2010 "junio" "sur" "I" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 2037.18327157626 1.016868628 2071.5477583523
"233" "A" "manga" 2010 "junio" "sur" "I" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 509.295817894065 10.23919048 5214.77689008472
"234" "A" "manga" 2010 "junio" "sur" "I" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 1527.8874536822 0.659973466666667 1008.36517948314
"235" "A" "manga" 2010 "marzo" "este" "O" "acari" "mesostigmata" "veigaioidea" "predator" "epiedaphic" 509.295817894065 2.674798802 1362.26384356666
"236" "A" "manga" 2010 "marzo" "este" "O" "acari" "trombidiformes" "eupodoidea" "omnivore" "hemiedaphic" 6111.54981472878 0.220312388 1346.45013406386
"237" "A" "manga" 2010 "marzo" "este" "O" "collembolla" "Symphypleona" "symphypleona" "detritivore" "hemiedaphic" 1018.59163578813 0.2034433535 207.225698231788
"238" "A" "manga" 2010 "marzo" "este" "O" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 5602.25399683472 2.06942501145455 11593.444541571
"239" "A" "manga" 2010 "marzo" "este" "O" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 5602.25399683472 0.964763598727273 5404.85072697051
"240" "A" "manga" 2010 "marzo" "este" "O" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 11204.5079936694 1.20655039945455 13518.8035954535
"241" "A" "manga" 2010 "marzo" "norte" "O" "acari" "oribatida" "oppioidea" "microphytophages" "euedaphic" 509.295817894065 0.771220896 392.779577005314
"242" "A" "manga" 2010 "marzo" "norte" "O" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 1018.59163578813 4.6349987155 4721.17092349703
"243" "A" "manga" 2010 "marzo" "norte" "O" "acari" "trombidiformes" "eupodoidea" "omnivore" "hemiedaphic" 5092.95817894065 0.5550812829 2827.00575972242
"244" "A" "manga" 2010 "marzo" "norte" "O" "acari" "trombidiformes" "tydeoidea" "omnivore" "hemiedaphic" 509.295817894065 0.612058352 311.718758980734
"245" "A" "manga" 2010 "marzo" "norte" "O" "collembolla" "entomobryomorpha" "entomobroidea" "microphytophages" "epiedaphic" 1018.59163578813 3.573413843 3639.84945168932
"246" "A" "manga" 2010 "marzo" "norte" "O" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 3055.77490736439 1.62021114766667 4951.00056967186
"247" "A" "manga" 2010 "marzo" "norte" "O" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 7639.43726841098 0.9425207782 7200.3283592328
"248" "A" "manga" 2010 "marzo" "oeste" "O" "acari" "trombidiformes" "eupodoidea" "omnivore" "hemiedaphic" 1527.8874536822 0.885639202666667 1353.1570262435
"249" "A" "manga" 2010 "marzo" "oeste" "O" "acari" "trombidiformes" "tydeoidea" "omnivore" "hemiedaphic" 1527.8874536822 0.286155639333333 437.213611137807
"250" "A" "manga" 2010 "marzo" "oeste" "O" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 2037.18327157626 3.6511539935 7438.06983750706
"251" "A" "manga" 2010 "marzo" "oeste" "O" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 509.295817894065 1.353428489 689.295469266384
"252" "A" "manga" 2010 "septiembre" "centro" "P" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 1018.59163578813 1.7251045785 1757.17709451991
"253" "A" "manga" 2010 "septiembre" "este" "P" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 1018.59163578813 1.395631519 1421.57859189568
"254" "A" "manga" 2010 "septiembre" "norte" "P" "acari" "mesostigmata" "dermanyssoidea" "predator" "epiedaphic" 509.295817894065 10.94379934 5573.63123573383
"255" "A" "manga" 2010 "septiembre" "norte" "P" "acari" "mesostigmata" "rhodacaroidea" "predator" "euedaphic" 1018.59163578813 15.82709432 16121.3458931818
"256" "A" "manga" 2010 "septiembre" "norte" "P" "acari" "trombidiformes" "bdelloidea" "predator" "euedaphic" 1527.8874536822 0.678744286333333 1037.04487934718
"257" "A" "manga" 2010 "septiembre" "norte" "P" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 6620.84563262285 5.68265615823077 37623.9892069195
"258" "A" "manga" 2010 "septiembre" "norte" "P" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 9676.62053998724 8.21837454573684 79526.0919345854
"259" "A" "manga" 2010 "septiembre" "norte" "P" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 1018.59163578813 1.9597448955 1996.17975883478
"260" "A" "manga" 2010 "septiembre" "oeste" "P" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 4583.66236104659 5.29170705777778 24255.3984664206
"261" "A" "manga" 2010 "septiembre" "oeste" "P" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 14260.2829010338 4.11400188767857 58666.8307736836
"262" "A" "manga" 2010 "septiembre" "oeste" "P" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 2037.18327157626 8.851890373 18032.9229897025
"263" "A" "manga" 2010 "septiembre" "oeste" "P" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 2037.18327157626 1.77052658975 3606.88715051966
"264" "A" "manga" 2010 "septiembre" "sur" "P" "acari" "mesostigmata" "rhodacaroidea" "predator" "euedaphic" 509.295817894065 4.907538841 2499.38900787399
"265" "A" "manga" 2010 "septiembre" "sur" "P" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 6111.54981472878 4.0725968605 24889.8785882538
"266" "A" "manga" 2010 "septiembre" "sur" "P" "acari" "trombidiformes" "eupodoidea" "omnivore" "hemiedaphic" 5602.25399683472 0.742056714454545 4157.19019443101
"267" "A" "manga" 2010 "septiembre" "sur" "P" "collembolla" "entomobryomorpha" "entomobroidea" "microphytophages" "epiedaphic" 1527.8874536822 5.775856507 8824.85869131397
"268" "A" "manga" 2010 "septiembre" "sur" "P" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 19862.5368978685 2.37860769617949 47245.1831309191
"269" "A" "manga" 2010 "septiembre" "sur" "P" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 2037.18327157626 0.94631252425 1927.8120440852
"270" "A" "molino" 2008 "agosto" "centro" "I" "acari" "oribatida" "ceratozetoidea" "detritivore" "euedaphic" 509.295817894065 1.278797955 651.286450412983
"271" "A" "molino" 2008 "agosto" "centro" "I" "acari" "oribatida" "crotonioidea" "microphytophages" "hemiedaphic" 1018.59163578813 13.563458265 13815.6251410904
"272" "A" "molino" 2008 "agosto" "centro" "I" "acari" "oribatida" "euphthiracaroidea" "detritivore" "euedaphic" 1018.59163578813 6.036179736 6148.4021912034
"273" "A" "molino" 2008 "agosto" "centro" "I" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 6620.84563262285 2.67932511376923 17739.3979778757
"274" "A" "molino" 2008 "agosto" "centro" "I" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 509.295817894065 0.260563283 132.703790328648
"275" "A" "molino" 2008 "agosto" "centro" "I" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 2546.47908947033 0.6731828476 1714.24604480349
"276" "A" "molino" 2008 "agosto" "este" "I" "acari" "mesostigmata" "rhodacaroidea" "predator" "euedaphic" 509.295817894065 1.801474121 917.483235869687
"277" "A" "molino" 2008 "agosto" "norte" "I" "acari" "oribatida" "oppioidea" "microphytophages" "euedaphic" 1527.8874536822 1.27641185333333 1950.21365643924
"278" "A" "molino" 2008 "agosto" "norte" "I" "acari" "trombidiformes" "eupodoidea" "omnivore" "hemiedaphic" 509.295817894065 0.864148363 440.107147315902
"279" "A" "molino" 2008 "noviembre" "oeste" "P" "acari" "oribatida" "oppioidea" "microphytophages" "euedaphic" 2546.47908947033 0.7533166136 1918.305004283
"280" "A" "molino" 2008 "noviembre" "oeste" "P" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 1018.59163578813 4.41079227 4492.79611342094
"281" "A" "molino" 2008 "noviembre" "oeste" "P" "collembolla" "entomobryomorpha" "entomobroidea" "microphytophages" "epiedaphic" 509.295817894065 2.562747412 1305.19653925044
"282" "A" "molino" 2008 "noviembre" "oeste" "P" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 1018.59163578813 0.5091916285 518.658333803437
"283" "A" "molino" 2008 "noviembre" "sur" "P" "acari" "oribatida" "crotonioidea" "microphytophages" "hemiedaphic" 509.295817894065 2.410259496 1227.53508135226
"284" "A" "molino" 2008 "noviembre" "sur" "P" "acari" "oribatida" "oppioidea" "microphytophages" "euedaphic" 2037.18327157626 0.7211437485 1469.101980846
"285" "A" "molino" 2008 "noviembre" "sur" "P" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 1018.59163578813 4.3017602135 4381.73697263726
"286" "A" "molino" 2008 "noviembre" "sur" "P" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 509.295817894065 0.929372858 473.325709843655
"287" "A" "molino" 2009 "agosto" "norte" "I" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 1018.59163578813 6.8369824965 6964.09318496475
"288" "A" "molino" 2009 "agosto" "norte" "I" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 1018.59163578813 1.098247496 1118.66571345086
"289" "A" "molino" 2009 "agosto" "oeste" "I" "acari" "oribatida" "oppioidea" "microphytophages" "euedaphic" 509.295817894065 1.213114621 617.834203101444
"290" "A" "molino" 2009 "agosto" "oeste" "I" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 509.295817894065 4.635012941 2360.59270673617
"291" "A" "molino" 2009 "agosto" "oeste" "I" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 2037.18327157626 0.801688798 1633.18700829568
"292" "A" "molino" 2009 "agosto" "sur" "I" "acari" "astigmata" "acaroidea" "omnivore" "epiedaphic" 509.295817894065 1.137571301 579.360306155611
"293" "A" "molino" 2009 "agosto" "sur" "I" "acari" "oribatida" "euphthiracaroidea" "detritivore" "euedaphic" 509.295817894065 9.830238349 5006.49928004756
"294" "A" "molino" 2009 "agosto" "sur" "I" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 2546.47908947033 5.2701028296 13420.2066549348
"295" "A" "molino" 2009 "agosto" "sur" "I" "collembolla" "entomobryomorpha" "entomobroidea" "microphytophages" "epiedaphic" 509.295817894065 31.21115497 15895.7106978646
"296" "A" "molino" 2009 "agosto" "sur" "I" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 2037.18327157626 0.74059030225 1508.71817483531
"297" "A" "molino" 2009 "agosto" "sur" "I" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 4583.66236104659 3.24356433188889 14867.4037437123
"298" "A" "molino" 2009 "diciembre" "este" "V" "acari" "mesostigmata" "veigaioidea" "predator" "epiedaphic" 509.295817894065 12.74144835 6489.16635856824
"299" "A" "molino" 2009 "diciembre" "este" "V" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 1527.8874536822 2.28843212566667 3496.46673340938
"300" "A" "molino" 2009 "diciembre" "norte" "V" "acari" "mesostigmata" "rhodacaroidea" "predator" "euedaphic" 509.295817894065 1.557867328 793.415314984202
"301" "A" "molino" 2009 "diciembre" "norte" "V" "acari" "mesostigmata" "uropodoidea" "predator" "epiedaphic" 1018.59163578813 19.320860335 19680.0667334616
"302" "A" "molino" 2009 "diciembre" "norte" "V" "acari" "oribatida" "ceratozetoidea" "detritivore" "euedaphic" 509.295817894065 3.579684916 1823.11855709727
"303" "A" "molino" 2009 "diciembre" "norte" "V" "acari" "oribatida" "crotonioidea" "microphytophages" "hemiedaphic" 1018.59163578813 1.6475576105 1678.18840153438
"304" "A" "molino" 2009 "diciembre" "norte" "V" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 6620.84563262285 4.82433918046154 31941.2049932501
"305" "A" "molino" 2009 "diciembre" "sur" "V" "acari" "mesostigmata" "dermanyssoidea" "predator" "epiedaphic" 2037.18327157626 13.916252845 28349.9574988595
"306" "A" "molino" 2009 "diciembre" "sur" "V" "acari" "mesostigmata" "rhodacaroidea" "predator" "euedaphic" 509.295817894065 2.484596937 1265.3948291665
"307" "A" "molino" 2009 "diciembre" "sur" "V" "acari" "oribatida" "crotonioidea" "microphytophages" "hemiedaphic" 509.295817894065 2.32570531 1184.47198803702
"308" "A" "molino" 2009 "diciembre" "sur" "V" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 1018.59163578813 4.073907914 4149.64852617147
"309" "A" "molino" 2009 "diciembre" "sur" "V" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 1018.59163578813 3.095429874 3152.97897882511
"310" "A" "molino" 2009 "febrero" "este" "V" "acari" "oribatida" "oppioidea" "microphytophages" "euedaphic" 3055.77490736439 0.544167934166667 1662.85471861882
"311" "A" "molino" 2009 "febrero" "oeste" "V" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 1018.59163578813 3.6845957605 3753.0984229057
"312" "A" "molino" 2009 "febrero" "sur" "V" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 509.295817894065 4.9296292 2510.63953532847
"313" "A" "molino" 2009 "febrero" "sur" "V" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 509.295817894065 2.279582824 1160.98199880634
"314" "A" "molino" 2009 "mayo" "norte" "O" "acari" "oribatida" "epilohmannioidea" "detritivore" "hemiedaphic" 2037.18327157626 1.461426752 2977.19413180843
"315" "A" "molino" 2009 "mayo" "norte" "O" "acari" "oribatida" "oppioidea" "microphytophages" "euedaphic" 509.295817894065 0.477861232 243.372726991306
"316" "A" "molino" 2009 "mayo" "norte" "O" "acari" "trombidiformes" "bdelloidea" "predator" "euedaphic" 509.295817894065 0.46010902 234.331599661337
"317" "A" "molino" 2009 "mayo" "norte" "O" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 3565.07072525846 0.994774484714286 3546.44139368897
"318" "A" "molino" 2009 "mayo" "oeste" "O" "acari" "oribatida" "epilohmannioidea" "detritivore" "hemiedaphic" 509.295817894065 1.610513953 820.228020922939
"319" "A" "molino" 2009 "mayo" "oeste" "O" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 1018.59163578813 1.756298683 1788.95114844951
"320" "A" "molino" 2009 "mayo" "oeste" "O" "collembolla" "poduromorpha" "hypogastruridae" "omnivore" "hemiedaphic" 1018.59163578813 8.596390643 8756.21160692715
"321" "A" "molino" 2009 "mayo" "oeste" "O" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 2546.47908947033 1.059379548 2697.68786679452
"322" "A" "molino" 2009 "mayo" "sur" "O" "collembolla" "entomobryomorpha" "isotomidae" "detritivore" "hemiedaphic" 509.295817894065 0.48371736 246.355228490758
"323" "A" "molino" 2009 "mayo" "sur" "O" "collembolla" "poduromorpha" "onychiuridae" "microphytophages" "euedaphic" 509.295817894065 0.418949125 213.369037272878
"324" "A" "molino" 2009 "noviembre" "norte" "V" "acari" "mesostigmata" "uropodoidea" "predator" "epiedaphic" 509.295817894065 21.35117807 10874.0656981625
"325" "A" "molino" 2009 "noviembre" "norte" "V" "acari" "oribatida" "ceratozetoidea" "detritivore" "euedaphic" 509.295817894065 18.76799081 9558.45922980725
"326" "A" "molino" 2009 "noviembre" "norte" "V" "acari" "oribatida" "euphthiracaroidea" "detritivore" "euedaphic" 509.295817894065 9.403420223 4789.12259347438
"327" "A" "molino" 2009 "noviembre" "norte" "V" "acari" "oribatida" "oppioidea" "microphytophages" "euedaphic" 1527.8874536822 0.803007024333333 1226.90435769757
"328" "A" "molino" 2009 "noviembre" "norte" "V" "acari" "oribatida" "oripodoidea" "detritivore" "hemiedaphic" 6620.84563262285 1.57524162607692 10429.4316403371
