ID	system	site	sample	month	year	specie	biomass	length	width	season	class	order	habitat	guild	P	MO	CE	Ph	DAP	HR	Ca	Mg	Sodio	K	N	ARA	RESP	RM5	RM10	bm	POM	LATITUD	LONGITUD	Latitud	Longitud	X	Y
1275	N	romina	oeste	diciembre	2009	oripodoidea	6,3483961	460,613	289,3531	V	acari	oribatida	hemiedaphic	detritivore	9,26	4,78	3,77	8,59	0,77	0,28	9,9	1,96	1,56	2,48	0,206246	0,074398636	0,07216	4	7	238477,2544	1104180000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1276	N	romina	oeste	diciembre	2009	oripodoidea	4,212957967	412,2625	245,4489	V	acari	oribatida	hemiedaphic	detritivore	9,26	4,78	3,77	8,59	0,77	0,28	9,9	1,96	1,56	2,48	0,206246	0,074398636	0,07216	4	7	238477,2544	1104180000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1277	N	romina	oeste	diciembre	2009	oppioidea	0,529039116	244,814	101,9116	V	acari	oribatida	euedaphic	microphytophages	9,26	4,78	3,77	8,59	0,77	0,28	9,9	1,96	1,56	2,48	0,206246	0,074398636	0,07216	4	7	238477,2544	1104180000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1278	N	romina	oeste	diciembre	2009	oppioidea	0,516208333	227,458	109,0337	V	acari	oribatida	euedaphic	microphytophages	9,26	4,78	3,77	8,59	0,77	0,28	9,9	1,96	1,56	2,48	0,206246	0,074398636	0,07216	4	7	238477,2544	1104180000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1279	N	romina	oeste	diciembre	2009	tydeoidea	3,032468005	507,615	289,5677	V	acari	trombidiformes	hemiedaphic	omnivore	9,26	4,78	3,77	8,59	0,77	0,28	9,9	1,96	1,56	2,48	0,206246	0,074398636	0,07216	4	7	238477,2544	1104180000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1280	N	romina	oeste	diciembre	2009	rhodacaroidea	3,648674701	443,9142	202,7245	V	acari	mesostigmata	euedaphic	predator	9,26	4,78	3,77	8,59	0,77	0,28	9,9	1,96	1,56	2,48	0,206246	0,074398636	0,07216	4	7	238477,2544	1104180000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1281	N	romina	oeste	diciembre	2009	tydeoidea	0,477231274	274,0598	184,1558	V	acari	trombidiformes	hemiedaphic	omnivore	9,26	4,78	3,77	8,59	0,77	0,28	9,9	1,96	1,56	2,48	0,206246	0,074398636	0,07216	4	7	238477,2544	1104180000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1282	N	romina	oeste	diciembre	2009	tydeoidea	0,997994067	350,4653	180,4248	V	acari	trombidiformes	hemiedaphic	omnivore	9,26	4,78	3,77	8,59	0,77	0,28	9,9	1,96	1,56	2,48	0,206246	0,074398636	0,07216	4	7	238477,2544	1104180000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1283	N	romina	oeste	diciembre	2009	oppioidea	0,444507884	205,3659	110,2851	V	acari	oribatida	euedaphic	microphytophages	9,26	4,78	3,77	8,59	0,77	0,28	9,9	1,96	1,56	2,48	0,206246	0,074398636	0,07216	4	7	238477,2544	1104180000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1284	N	romina	oeste	diciembre	2009	rhodacaroidea	12,91244342	620,5763	396,5688	V	acari	mesostigmata	euedaphic	predator	9,26	4,78	3,77	8,59	0,77	0,28	9,9	1,96	1,56	2,48	0,206246	0,074398636	0,07216	4	7	238477,2544	1104180000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1285	N	romina	oeste	diciembre	2009	rhodacaroidea	2,868389691	398,5202	199,099	V	acari	mesostigmata	euedaphic	predator	9,26	4,78	3,77	8,59	0,77	0,28	9,9	1,96	1,56	2,48	0,206246	0,074398636	0,07216	4	7	238477,2544	1104180000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1286	N	romina	oeste	diciembre	2009	rhodacaroidea	5,313306185	519,2069	214,7503	V	acari	mesostigmata	euedaphic	predator	9,26	4,78	3,77	8,59	0,77	0,28	9,9	1,96	1,56	2,48	0,206246	0,074398636	0,07216	4	7	238477,2544	1104180000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1287	N	romina	sur	diciembre	2009	lom_juv	1803,98841539786			V	engineer	crassiclitellata	euedaphic	detritivore	11,326375	4,02937062937063	4,712	9,07	0,811495537164313	0,172697192870104	7	2,385	2,73	2,34	0,19843	0,105172333482886	0,11176	21	21	389253,245374112	980944884,994568	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1288	N	romina	sur	diciembre	2009	lom_juv	1803,98841539786			V	engineer	crassiclitellata	euedaphic	detritivore	11,326375	4,02937062937063	4,712	9,07	0,811495537164313	0,172697192870104	7	2,385	2,73	2,34	0,19843	0,105172333482886	0,11176	21	21	389253,245374112	980944884,994568	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1289	N	romina	oeste	mayo	2010	oripodoidea	5,200114759	436,6538	266,9187	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1290	N	romina	oeste	mayo	2010	oripodoidea	3,506570503	403,3184	220,8269	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1291	N	romina	oeste	mayo	2010	oripodoidea	3,937841435	410,0832	235,329	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1292	N	romina	oeste	mayo	2010	oripodoidea	5,002576939	455,6753	247,1366	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1293	N	romina	oeste	mayo	2010	oripodoidea	2,986761156	363,4768	222,1001	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1294	N	romina	oeste	mayo	2010	oripodoidea	4,098516251	411,0106	241,5162	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1295	N	romina	oeste	mayo	2010	oripodoidea	3,211843315	374,1541	226,2234	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1296	N	romina	oeste	mayo	2010	oripodoidea	4,59826705	426,3949	251,2873	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1297	N	romina	oeste	mayo	2010	oripodoidea	3,810622745	400,2601	236,4136	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1298	N	romina	oeste	mayo	2010	oripodoidea	3,264718263	384,1691	221,9873	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1299	N	romina	oeste	mayo	2010	oripodoidea	4,755089922	428,4607	255,944	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1300	N	romina	oeste	mayo	2010	oripodoidea	5,409691965	439,9387	272,1883	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1301	N	romina	oeste	mayo	2010	oripodoidea	7,880908464	494,7669	310,8582	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1302	N	romina	oeste	mayo	2010	oripodoidea	3,241916161	368,4075	231,8499	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1303	N	romina	oeste	mayo	2010	oripodoidea	3,091761235	381,5134	215,2428	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1304	N	romina	oeste	mayo	2010	oppioidea	3,561662449	443,6927	199,9597	O	acari	oribatida	euedaphic	microphytophages	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1305	N	romina	oeste	mayo	2010	oripodoidea	4,504981865	397,7909	268,3544	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1306	N	romina	oeste	mayo	2010	oripodoidea	7,223751219	487,5779	297,1038	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1307	N	romina	oeste	mayo	2010	oripodoidea	8,49619497	503,7625	321,2385	O	acari	oribatida	hemiedaphic	detritivore	0	2,44	2,72	8,96	1,35	0,13	6,68	1,12	2,02	2	0,199	0,35	0,0632653	30	30	366571,80126	988200000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1308	N	romina	norte	junio	2010	Mic_pho	4508,66003674647			I	engineer	crassiclitellata	euedaphic	detritivore	3,37212	8,93333333333333	0,552	7,45	1,15506537237261	0,489324147355236	5,45	1,9	1,74	2,6	0,34945	0,15	0,0354444444444444	4	8,5	175717,271605913	3095575197,95859	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1309	N	romina	norte	junio	2010	Mic_pho	4508,66003674647			I	engineer	crassiclitellata	euedaphic	detritivore	3,37212	8,93333333333333	0,552	7,45	1,15506537237261	0,489324147355236	5,45	1,9	1,74	2,6	0,34945	0,15	0,0354444444444444	4	8,5	175717,271605913	3095575197,95859	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1310	N	romina	oeste	junio	2010	isotomidae	5,096720687	997,7586	252,7594	I	collembolla	entomobryomorpha	hemiedaphic	detritivore	14,19	4,35	0,53	6,89	1,43	0,33	6,35	1,9	2,01	2,1	0,51163	0,178941904	0,1	1	3	613756	1866150000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1311	N	romina	oeste	junio	2010	isotomidae	5,748118034	1041,8735	276,8816	I	collembolla	entomobryomorpha	hemiedaphic	detritivore	14,19	4,35	0,53	6,89	1,43	0,33	6,35	1,9	2,01	2,1	0,51163	0,178941904	0,1	1	3	613756	1866150000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1312	N	romina	oeste	junio	2010	isotomidae	2,839030528	808,3792	234,251	I	collembolla	entomobryomorpha	hemiedaphic	detritivore	14,19	4,35	0,53	6,89	1,43	0,33	6,35	1,9	2,01	2,1	0,51163	0,178941904	0,1	1	3	613756	1866150000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1313	N	romina	oeste	junio	2010	Apo_ros	10433,2727275489			I	engineer	crassiclitellata	euedaphic	detritivore	14,19	4,35	0,53	6,89	1,43	0,33	6,35	1,9	2,01	2,1	0,51163	0,178941904	0,1	1	3	613756	1866150000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1314	N	romina	oeste	junio	2010	lom_juv	1803,98841539786			I	engineer	crassiclitellata	euedaphic	detritivore	14,19	4,35	0,53	6,89	1,43	0,33	6,35	1,9	2,01	2,1	0,51163	0,178941904	0,1	1	3	613756	1866150000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1315	N	romina	oeste	junio	2010	lom_juv	1803,98841539786			I	engineer	crassiclitellata	euedaphic	detritivore	14,19	4,35	0,53	6,89	1,43	0,33	6,35	1,9	2,01	2,1	0,51163	0,178941904	0,1	1	3	613756	1866150000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1316	N	romina	oeste	junio	2010	lom_juv	1803,98841539786			I	engineer	crassiclitellata	euedaphic	detritivore	14,19	4,35	0,53	6,89	1,43	0,33	6,35	1,9	2,01	2,1	0,51163	0,178941904	0,1	1	3	613756	1866150000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1317	N	romina	oeste	diciembre	2010	eupodoidea	0,61265671	297,8572	105,625	V	acari	trombidiformes	hemiedaphic	predator	0,3	2,51	0,34	7,03	1,29	0,12	5,65	2,03	1,66	2,45	0,2321	0,171	0,020228571	16	15,5	111999,12448428	971370000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1318	N	romina	oeste	diciembre	2010	eupodoidea	0,582982702	292,9685	101,7267	V	acari	trombidiformes	hemiedaphic	predator	0,3	2,51	0,34	7,03	1,29	0,12	5,65	2,03	1,66	2,45	0,2321	0,171	0,020228571	16	15,5	111999,12448428	971370000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1319	N	romina	oeste	diciembre	2010	eupodoidea	0,469673708	272,6054	92,8046	V	acari	trombidiformes	hemiedaphic	predator	0,3	2,51	0,34	7,03	1,29	0,12	5,65	2,03	1,66	2,45	0,2321	0,171	0,020228571	16	15,5	111999,12448428	971370000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1320	N	romina	oeste	diciembre	2010	eupodoidea	0,192527629	202,5039	73,1653	V	acari	trombidiformes	hemiedaphic	predator	0,3	2,51	0,34	7,03	1,29	0,12	5,65	2,03	1,66	2,45	0,2321	0,171	0,020228571	16	15,5	111999,12448428	971370000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1321	N	romina	oeste	diciembre	2010	eupodoidea	0,196383312	203,8468	81,6635	V	acari	trombidiformes	hemiedaphic	predator	0,3	2,51	0,34	7,03	1,29	0,12	5,65	2,03	1,66	2,45	0,2321	0,171	0,020228571	16	15,5	111999,12448428	971370000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1322	N	romina	oeste	diciembre	2010	eupodoidea	0,09519984	160,1331	58,7404	V	acari	trombidiformes	hemiedaphic	predator	0,3	2,51	0,34	7,03	1,29	0,12	5,65	2,03	1,66	2,45	0,2321	0,171	0,020228571	16	15,5	111999,12448428	971370000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1323	N	romina	oeste	diciembre	2010	eupodoidea	0,258011504	223,2623	90,9814	V	acari	trombidiformes	hemiedaphic	predator	0,3	2,51	0,34	7,03	1,29	0,12	5,65	2,03	1,66	2,45	0,2321	0,171	0,020228571	16	15,5	111999,12448428	971370000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1324	N	romina	oeste	diciembre	2010	eupodoidea	0,530900925	283,9707	75,2405	V	acari	trombidiformes	hemiedaphic	predator	0,3	2,51	0,34	7,03	1,29	0,12	5,65	2,03	1,66	2,45	0,2321	0,171	0,020228571	16	15,5	111999,12448428	971370000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1325	N	romina	oeste	diciembre	2010	eupodoidea	0,333077337	243,0995	106,2371	V	acari	trombidiformes	hemiedaphic	predator	0,3	2,51	0,34	7,03	1,29	0,12	5,65	2,03	1,66	2,45	0,2321	0,171	0,020228571	16	15,5	111999,12448428	971370000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1326	N	romina	oeste	diciembre	2010	hypogastruridae	2,078160049	544,935	139,0327	V	collembolla	poduromorpha	hemiedaphic	omnivore	0,3	2,51	0,34	7,03	1,29	0,12	5,65	2,03	1,66	2,45	0,2321	0,171	0,020228571	16	15,5	111999,12448428	971370000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1327	N	romina	oeste	diciembre	2010	hypogastruridae	0,972895623	404,6549	102,1159	V	collembolla	poduromorpha	hemiedaphic	omnivore	0,3	2,51	0,34	7,03	1,29	0,12	5,65	2,03	1,66	2,45	0,2321	0,171	0,020228571	16	15,5	111999,12448428	971370000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1328	N	romina	oeste	diciembre	2010	rhodacaroidea	5,621428365	503,5653	247,8177	V	acari	mesostigmata	euedaphic	predator	0,3	2,51	0,34	7,03	1,29	0,12	5,65	2,03	1,66	2,45	0,2321	0,171	0,020228571	16	15,5	111999,12448428	971370000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1329	N	romina	oeste	diciembre	2010	rhodacaroidea	4,166332378	454,8186	223,5	V	acari	mesostigmata	euedaphic	predator	0,3	2,51	0,34	7,03	1,29	0,12	5,65	2,03	1,66	2,45	0,2321	0,171	0,020228571	16	15,5	111999,12448428	971370000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1330	N	romina	sur	agosto	2009	sciaridae	195,6907822	1999,9605	569,7447	I	macrofauna	diptera	epiedaphic	no_alimenta	4,58	3,14	1,39	9,22	1,46	0,19	5,82	1,96	1,76	1,22	0,20682	0,19	0,11176	11,75	9	700323,9232	1375320000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1331	N	romina	sur	septiembre	2010	euphthiracaroidea	13,20809168	702,9743	320,0401	P	acari	oribatida	euedaphic	detritivore	16,87	4,8	0,21	7,17	1,12	0,47	5,65	1,6	1,9	3,1	0,1852	0,221	0,077	1	1	370142,08	1612800000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1332	N	romina	sur	septiembre	2010	isotomidae	2,424540132	763,7658	126,4262	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	16,87	4,8	0,21	7,17	1,12	0,47	5,65	1,6	1,9	3,1	0,1852	0,221	0,077	1	1	370142,08	1612800000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1333	N	romina	sur	septiembre	2010	isotomidae	2,189886104	736,3056	209,5372	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	16,87	4,8	0,21	7,17	1,12	0,47	5,65	1,6	1,9	3,1	0,1852	0,221	0,077	1	1	370142,08	1612800000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1334	N	romina	sur	diciembre	2010	brachychthonioidea	1,319542004	271,7149	168,8339	V	acari	oribatida	hemiedaphic	microphytophages	4,75	2,3	0,36	7,15	1,06	0,23	5,1	2,05	1,8	2,9	0,1736	0,127	0,033942857	15,5	12,5	154423,70677864	731400000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1335	N	romina	sur	diciembre	2010	hypogastruridae	2,901653308	621,1469	165,3461	V	collembolla	poduromorpha	hemiedaphic	omnivore	4,75	2,3	0,36	7,15	1,06	0,23	5,1	2,05	1,8	2,9	0,1736	0,127	0,033942857	15,5	12,5	154423,70677864	731400000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1336	N	romina	sur	diciembre	2010	isotomidae	0,758863388	502,9186	85,1099	V	collembolla	entomobryomorpha	hemiedaphic	detritivore	4,75	2,3	0,36	7,15	1,06	0,23	5,1	2,05	1,8	2,9	0,1736	0,127	0,033942857	15,5	12,5	154423,70677864	731400000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1337	N	romina	sur	diciembre	2010	isotomidae	0,868546558	527,9435	101,2395	V	collembolla	entomobryomorpha	hemiedaphic	detritivore	4,75	2,3	0,36	7,15	1,06	0,23	5,1	2,05	1,8	2,9	0,1736	0,127	0,033942857	15,5	12,5	154423,70677864	731400000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1338	N	romina	sur	diciembre	2010	isotomidae	1,405428679	627,7301	114,8908	V	collembolla	entomobryomorpha	hemiedaphic	detritivore	4,75	2,3	0,36	7,15	1,06	0,23	5,1	2,05	1,8	2,9	0,1736	0,127	0,033942857	15,5	12,5	154423,70677864	731400000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1339	N	romina	sur	diciembre	2010	isotomidae	0,839555936	521,5357	97,3964	V	collembolla	entomobryomorpha	hemiedaphic	detritivore	4,75	2,3	0,36	7,15	1,06	0,23	5,1	2,05	1,8	2,9	0,1736	0,127	0,033942857	15,5	12,5	154423,70677864	731400000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1340	N	romina	sur	diciembre	2010	isotomidae	0,648339308	475,2338	90,1592	V	collembolla	entomobryomorpha	hemiedaphic	detritivore	4,75	2,3	0,36	7,15	1,06	0,23	5,1	2,05	1,8	2,9	0,1736	0,127	0,033942857	15,5	12,5	154423,70677864	731400000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1341	N	romina	sur	diciembre	2010	isotomidae	1,224112281	597,303	124,9288	V	collembolla	entomobryomorpha	hemiedaphic	detritivore	4,75	2,3	0,36	7,15	1,06	0,23	5,1	2,05	1,8	2,9	0,1736	0,127	0,033942857	15,5	12,5	154423,70677864	731400000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1342	N	romina	sur	diciembre	2010	isotomidae	1,404039887	627,5069	105,1995	V	collembolla	entomobryomorpha	hemiedaphic	detritivore	4,75	2,3	0,36	7,15	1,06	0,23	5,1	2,05	1,8	2,9	0,1736	0,127	0,033942857	15,5	12,5	154423,70677864	731400000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1343	N	romina	sur	diciembre	2010	isotomidae	0,868381921	527,9075	92,4289	V	collembolla	entomobryomorpha	hemiedaphic	detritivore	4,75	2,3	0,36	7,15	1,06	0,23	5,1	2,05	1,8	2,9	0,1736	0,127	0,033942857	15,5	12,5	154423,70677864	731400000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1344	N	romina	sur	diciembre	2010	isotomidae	1,354087119	619,3829	120,6377	V	collembolla	entomobryomorpha	hemiedaphic	detritivore	4,75	2,3	0,36	7,15	1,06	0,23	5,1	2,05	1,8	2,9	0,1736	0,127	0,033942857	15,5	12,5	154423,70677864	731400000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1345	N	romina	sur	diciembre	2010	isotomidae	2,41105581	762,2351	119,8987	V	collembolla	entomobryomorpha	hemiedaphic	detritivore	4,75	2,3	0,36	7,15	1,06	0,23	5,1	2,05	1,8	2,9	0,1736	0,127	0,033942857	15,5	12,5	154423,70677864	731400000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
1346	N	romina	sur	diciembre	2010	isotomidae	1,669290254	667,8082	100,0128	V	collembolla	entomobryomorpha	hemiedaphic	detritivore	4,75	2,3	0,36	7,15	1,06	0,23	5,1	2,05	1,8	2,9	0,1736	0,127	0,033942857	15,5	12,5	154423,70677864	731400000	S 34º 51´050´´	W 60º 01´740´´	34,8638888888889	60,2222222222222	-34,8638888888889	-60,2222222222222
