,sitio,replica,microhabitat,clase_tam,gremio,taxa,abundance,bio.ind
428,P,2,Frag,meso,predador,rhagidiidae,1,10.7990053505364
429,P,2,Frag,meso,predador,rhodacaroidea,4,8.26758359576309
430,P,2,H,macro,detritivoro,juvenil,1,19200
431,P,2,H,macro,detritivoro,oniscoidea,11,10400
432,P,2,H,macro,detritivoro,tenebrionidae,1,15600
433,P,2,H,macro,predador,larva_staphylinidae,1,19200
434,P,2,H,macro,predador,linyphiidae,1,8400
435,P,2,H,macro,predador,staphylinidae,6,3144.22517817869
436,P,2,hoja,meso,detritivoro,eupthiracaroidea,1,42.1525042665941
437,P,2,hoja,meso,detritivoro,isotomidae,2,15.6780751553172
438,P,2,hoja,meso,detritivoro,oripodidae,3,32.2105797881435
439,P,2,hoja,meso,herbivoro,trip,1,263.173213107666
440,P,2,hoja,meso,microfitofago,eremobelbidae,1,70.0047802989184
441,P,2,hoja,meso,microfitofago,oppioidea,1,12.0315083866205
442,P,2,hoja,meso,microfitofago,oribatulidae,1,31.2537379507798
443,P,2,hoja,meso,omnivoro,tardigrado,2,284.731885115206
444,P,2,hoja,meso,predador,rhodacaroidea,5,7.45908919033499
445,P,2,humus,meso,detritivoro,ceratozetoidea,7,16.6897648057028
446,P,2,humus,meso,detritivoro,isotomidae,7,3.71309307748515
447,P,2,humus,meso,detritivoro,larva_diptera,1,59.8781428516762
448,P,2,humus,meso,detritivoro,oripodidae,31,16.1454703018956
449,P,2,humus,meso,detritivoro,scheloribates,11,14.2676029668403
450,P,2,humus,meso,herbivoro,trip,1,223.297832755855
451,P,2,humus,meso,microfitofago,limnozetidae,1,38.9302634021245
452,P,2,humus,meso,microfitofago,onichiuridae,1,6.07909689715439
453,P,2,humus,meso,microfitofago,oppioidea,4,10.1323301844148
454,P,2,humus,meso,microfitofago,oribatulidae,22,34.8153606785052
455,P,2,humus,meso,omnivoro,astigmata,11,10.6279542348908
456,P,2,humus,meso,omnivoro,hipogastruridae,2,4.94821898607404
457,P,2,humus,meso,omnivoro,tardigrado,2,114.025104413353
458,P,2,humus,meso,predador,eupodoidea,5,4.28648744534761
459,P,2,humus,meso,predador,parasitidae,8,14.2521295621035
460,P,2,humus,meso,predador,rhodacaroidea,4,7.72159756198807
461,P,3,10,macro,detritivoro,Octolasion_tyrtaeum,1,68100
462,P,3,10,macro,detritivoro,juvenil,3,27483.3333333333
463,P,3,10,macro,detritivoro,larva_scarabaeidae,1,110000
464,P,3,10,macro,detritivoro,oniscoidea,3,17990.2980438667
465,P,3,10,macro,predador,carabidae,2,4125.59087545018
466,P,3,10,macro,predador,formicidae,4,331.303554911637
467,P,3,10,macro,predador,linyphiidae,4,5543.68411511531
468,P,3,10,macro,predador,staphylinidae,1,4800
469,P,3,10,meso,detritivoro,enquitreido,1,1306.07011553637
470,P,3,10,meso,detritivoro,oripodidae,3,26.2663843826965
471,P,3,10,meso,detritivoro,scheloribates,3,17.6872370755545
472,P,3,10,meso,herbivoro,trip,1,317.928230870699
473,P,3,10,meso,microfitofago,eremobelbidae,1,61.1366607859955
474,P,3,10,meso,microfitofago,onichiuridae,1,5.03766420985621
475,P,3,10,meso,omnivoro,astigmata,7,2.15749019158765
476,P,3,10,meso,omnivoro,tardigrado,15,263.622131508779
477,P,3,10,meso,predador,laelapidae,2,39.9312952443731
478,P,3,10,meso,predador,parasitidae,2,20.6202532380868
479,P,3,10,meso,predador,rhodacaroidea,4,11.5848949607382
480,P,3,10,micro,herbivoro,fitofago,151,0.435160175989242
481,P,3,10,micro,microfitofago,bacterivoro,224,0.277561315863969
482,P,3,10,micro,microfitofago,fungivoro,194,0.709144943195523
483,P,3,10,micro,omnivoro,omnivoro,61,5.36500681312002
484,P,3,10,micro,predador,predador,6,1.02843262832133
485,P,3,20,macro,detritivoro,blattodea,1,800
486,P,3,20,macro,detritivoro,larva_scarabaeidae,1,967200
487,P,3,20,macro,detritivoro,oniscoidea,1,12400
488,P,3,20,macro,predador,formicidae,1,2000
489,P,3,20,macro,predador,linyphiidae,1,221.436784996673
490,P,3,20,meso,microfitofago,entomobryoidea,1,45.2252809172532
491,P,3,Frag,macro,herbivoro,hemiptera,1,245.322545535333
492,P,3,Frag,meso,detritivoro,ceratozetoidea,1,8.58471303892538
493,P,3,Frag,meso,detritivoro,oripodidae,17,567.511144702242
494,P,3,Frag,meso,detritivoro,scheloribates,14,24.2215907259401
495,P,3,Frag,meso,herbivoro,trip,1,218.342591218162
496,P,3,Frag,meso,microfitofago,eremobelbidae,4,40.4162318786297
497,P,3,Frag,meso,microfitofago,galumnidae,1,103.408520937883
498,P,3,Frag,meso,microfitofago,lohmanidae,1,10.5946909119123
499,P,3,Frag,meso,microfitofago,onichiuridae,1,13.9643604842553
500,P,3,Frag,meso,microfitofago,oribatulidae,19,18.3589746273728
501,P,3,Frag,meso,omnivoro,astigmata,1,3.95442027411867
502,P,3,Frag,meso,omnivoro,tardigrado,43,162.107673530766
503,P,3,Frag,meso,predador,alycidae,1,7.72024950683907
504,P,3,Frag,meso,predador,bdelloidea,2,9.67918316942685
505,P,3,Frag,meso,predador,laelapidae,4,15.2797885554217
506,P,3,Frag,meso,predador,parasitidae,1,24.0959415983658
507,P,3,Frag,meso,predador,penthalidae,2,5.56953315769039
508,P,3,Frag,meso,predador,rhodacaroidea,2,4.13186859892101
509,P,3,H,macro,detritivoro,oniscoidea,3,23200
510,P,3,H,macro,predador,trogossitidae,1,865.600402249675
511,P,3,hoja,meso,detritivoro,larva_diptera,1,86.3822413735583
512,P,3,hoja,meso,detritivoro,oripodidae,2,22.4283541942294
513,P,3,hoja,meso,detritivoro,scheloribates,1,28.2198976825158
514,P,3,hoja,meso,herbivoro,afido,1,484.283884020288
515,P,3,hoja,meso,herbivoro,trip,1,215.774697506711
516,P,3,hoja,meso,microfitofago,larva_sciaridae,1,1888.93207894644
517,P,3,hoja,meso,microfitofago,oribatulidae,1,44.0947318194729
518,P,3,hoja,meso,omnivoro,tardigrado,29,341.774022437381
519,P,3,humus,macro,detritivoro,larva_coleoptero,3,2841.86825716667
520,P,3,humus,macro,detritivoro,oniscoidea,1,2110.2150132
521,P,3,humus,macro,predador,formicidae,10,359.904387554656
522,P,3,humus,meso,detritivoro,ceratozetoidea,1,21.9603111591987
523,P,3,humus,meso,detritivoro,epilhomanioidea,1,110.009597064037
524,P,3,humus,meso,detritivoro,larva_diptera,4,484.090132664038
525,P,3,humus,meso,detritivoro,oripodidae,8,19.2954666567329
526,P,3,humus,meso,detritivoro,scheloribates,6,25.2352711140658
527,P,3,humus,meso,herbivoro,afido,1,266.016115981217
528,P,3,humus,meso,herbivoro,trip,3,346.110075345557
529,P,3,humus,meso,microfitofago,eremobelbidae,5,59.4916045321781
530,P,3,humus,meso,microfitofago,limnozetidae,1,104.088968675335
531,P,3,humus,meso,microfitofago,onichiuridae,2,12.8645338681632
532,P,3,humus,meso,microfitofago,oppioidea,1,16.0780225921189
533,P,3,humus,meso,microfitofago,oribatulidae,2,39.6331955791851
534,P,3,humus,meso,omnivoro,tardigrado,50,486.569888666452
535,P,3,humus,meso,predador,bdelloidea,2,8.50163688262081
536,P,3,humus,meso,predador,dermanisoidea,1,22.7714903189253
537,P,3,humus,meso,predador,eupodoidea,1,3.90689054102528
538,P,3,humus,meso,predador,eviphididae,1,16.5315383036873
539,P,3,humus,meso,predador,laelapidae,1,63.9230181319301
540,P,3,humus,meso,predador,rhodacaroidea,3,2.69783322378925
541,R,1,10,macro,detritivoro,Aporrectodea_caliginosa,1,44250
542,R,1,10,macro,detritivoro,Aporrectodea_trapezoides,2,36600
543,R,1,10,macro,detritivoro,Bimastos_beddardi_sophiae,4,51637.5
544,R,1,10,macro,detritivoro,diplopoda,1,12000
545,R,1,10,macro,detritivoro,elateriforme,1,4400
546,R,1,10,macro,detritivoro,juvenil,35,8970
547,R,1,10,macro,detritivoro,oniscoidea,8,19800
548,R,1,10,macro,predador,formicidae,37,1074.07146196344
549,R,1,10,macro,predador,larva_carabidae,1,106800
550,R,1,10,macro,predador,trogossitidae,1,8400
551,R,1,10,meso,detritivoro,enquitreido,22,1010.61975600434
552,R,1,10,meso,detritivoro,larva_diptera,1,4615.53943138152
553,R,1,10,meso,detritivoro,oripodidae,2,12.2864071396653
554,R,1,10,meso,microfitofago,galumnidae,3,96.4704160747613
555,R,1,10,meso,microfitofago,onichiuridae,9,2.75394110046638
556,R,1,10,meso,microfitofago,oppioidea,3,7.66546854823524
557,R,1,10,meso,microfitofago,oribatulidae,1,14.6413753569692
558,R,1,10,meso,omnivoro,tardigrado,5,456.398032603141
559,R,1,10,meso,predador,arctacaridae,1,18.0060070266512
560,R,1,10,meso,predador,japygiidae,1,14.0013034707283
561,R,1,10,meso,predador,uropodidae,1,100.709892811347
562,R,1,10,micro,herbivoro,fitofago,143,2.00405121072777
563,R,1,10,micro,microfitofago,bacterivoro,143,2.18664158614903
564,R,1,10,micro,microfitofago,fungivoro,143,4.37485940495959
565,R,1,10,micro,omnivoro,omnivoro,18,8.29269638686084
566,R,1,10,micro,predador,predador,4,3.57445881491333
567,R,1,20,macro,detritivoro,Aporrectodea_rosea,1,28650
568,R,1,20,macro,detritivoro,Bimastos_parvus,1,3450
569,R,1,20,macro,detritivoro,juvenil,6,5875
570,R,1,20,macro,herbivoro,cicadidae,6,92200
571,R,1,20,macro,predador,formicidae,11,1078.40741023064
572,R,1,20,macro,predador,larva_carabidae,1,800
573,R,1,20,macro,predador,nematomorpha,1,22400
574,R,1,20,meso,detritivoro,isotomidae,11,186.015446877996
575,R,1,20,meso,microfitofago,entomobryoidea,1,195.614748944503
576,R,1,20,meso,microfitofago,symphyla,1,10.9718148654117
577,R,1,20,meso,predador,parajapygidae,1,26.4919774283054
578,R,1,Frag,macro,microfitofago,gasteropoda,2,61.3797292199268
579,R,1,Frag,meso,detritivoro,enquitreido,8,2905.26140823875
580,R,1,Frag,meso,detritivoro,eupthiracaroidea,2,72.8286502822944
581,R,1,Frag,meso,detritivoro,larva_diptera,2,315.077427976886
582,R,1,Frag,meso,detritivoro,oripodidae,10,12.8623951991186
583,R,1,Frag,meso,detritivoro,symphypleona,2,61.9413184995465
584,R,1,Frag,meso,microfitofago,entomobryoidea,2,80.7797073989784
585,R,1,Frag,meso,microfitofago,galumnidae,5,122.562466817674
586,R,1,Frag,meso,microfitofago,limnozetidae,1,18.226994248188
587,R,1,Frag,meso,microfitofago,onichiuridae,3,2.94368215903478
588,R,1,Frag,meso,microfitofago,oribatulidae,4,19.512588464105
589,R,1,Frag,meso,predador,laelapidae,1,19.6580365527955
590,R,1,Frag,meso,predador,ologamasidae,4,57.480695519899
591,R,1,Frag,meso,predador,parasitidae,4,17.148344863163
592,R,1,H,macro,detritivoro,diplopoda,1,15200
593,R,1,H,macro,detritivoro,oniscoidea,7,18000
594,R,1,H,macro,microfitofago,gasteropoda,1,163600
595,R,1,H,macro,predador,linyphiidae,1,4800
596,R,1,H,macro,predador,lycosidae,7,2851.43122215627
597,R,1,H,macro,predador,staphylinidae,1,1252.69516665254
598,R,1,H,meso,detritivoro,enquitreido,1,1183.35775507643
599,R,1,H,meso,detritivoro,larva_diptera,1,7200
600,R,1,H,meso,microfitofago,entomobryoidea,3,195.614748944503
601,R,1,Hoja,meso,detritivoro,enquitreido,7,745.909315615359
602,R,1,Hoja,meso,detritivoro,isotomidae,2,8.93198271346193
603,R,1,Hoja,meso,detritivoro,larva_diptera,1,700.125270685901
604,R,1,Hoja,meso,herbivoro,afido,1,58.4930072522645
605,R,1,humus,macro,microfitofago,gasteropoda,3,46.1027464824453
606,R,1,humus,meso,detritivoro,ceratozetoidea,3,11.9910450880093
607,R,1,humus,meso,detritivoro,enquitreido,18,952.67937940233
608,R,1,humus,meso,detritivoro,eupthiracaroidea,1,30.7533299261933
609,R,1,humus,meso,detritivoro,isotomidae,1,3.31914913703814
610,R,1,humus,meso,detritivoro,larva_diptera,2,219.447097535934
611,R,1,humus,meso,detritivoro,oripodidae,37,12.1834647742228
612,R,1,humus,meso,detritivoro,scheloribates,7,11.2105040895321
613,R,1,humus,meso,detritivoro,symphypleona,1,34.8200139086647
614,R,1,humus,meso,herbivoro,afido,1,34.0530660592713
615,R,1,humus,meso,herbivoro,trip,2,183.560050435934
616,R,1,humus,meso,microfitofago,entomobryoidea,7,15.6675749610594
617,R,1,humus,meso,microfitofago,limnozetidae,1,14.090090798079
618,R,1,humus,meso,microfitofago,onichiuridae,15,2.651021286801
619,R,1,humus,meso,microfitofago,oppioidea,6,6.64787593170694
620,R,1,humus,meso,microfitofago,oribatulidae,13,15.7452612407005
621,R,1,humus,meso,microfitofago,symphyla,1,1.76873676100547
622,R,1,humus,meso,omnivoro,astigmata,3,3.95151691758611
623,R,1,humus,meso,omnivoro,hipogastruridae,1,3.72860142552515
624,R,1,humus,meso,omnivoro,tardigrado,15,310.471427613345
625,R,1,humus,meso,predador,arctacaridae,3,15.0252783501292
626,R,1,humus,meso,predador,bdelloidea,1,4.85653229294316
627,R,1,humus,meso,predador,eupodoidea,1,2.94969889656467
628,R,1,humus,meso,predador,eviphididae,1,41.5764839527541
629,R,1,humus,meso,predador,rhodacaroidea,1,7.55433886972826
630,R,1,humus,meso,predador,tydeoidea,2,9.55068581489762
631,R,1,humus,meso,predador,uropodidae,3,58.8957345446423
632,R,2,10,macro,detritivoro,diplopoda,2,16800
633,R,2,10,macro,detritivoro,juvenil,21,16928.5714285714
634,R,2,10,macro,detritivoro,oniscoidea,49,7657.14285714286
635,R,2,10,macro,predador,arannae,1,150.099704811027
636,R,2,10,macro,predador,formicidae,2,388.559123054919
637,R,2,10,macro,predador,geophylomorpha,7,8285.71428571429
638,R,2,10,macro,predador,lycosidae,1,7200
639,R,2,10,macro,NA,diptera,1,22400
640,R,2,10,meso,detritivoro,enquitreido,9,724.43738833184
641,R,2,10,meso,detritivoro,isotomidae,9,3.18626598011757
642,R,2,10,meso,microfitofago,galumnidae,1,8.97834951205339
643,R,2,10,meso,microfitofago,onichiuridae,4,3.26988744440071
644,R,2,10,meso,omnivoro,tardigrado,4,344.270259754017
645,R,2,10,meso,predador,japygiidae,1,50.475211827975
646,R,2,10,micro,herbivoro,fitofago,189,1.52934900888747
647,R,2,10,micro,microfitofago,bacterivoro,404,3.48806645697226
648,R,2,10,micro,microfitofago,fungivoro,215,9.77496966317496
649,R,2,10,micro,omnivoro,omnivoro,139,46.7485763359798
650,R,2,10,micro,predador,predador,51,12.8803435608079
651,R,2,20,macro,detritivoro,oniscoidea,2,10200
652,R,2,20,macro,predador,carabidae,1,8800
653,R,2,20,macro,predador,formicidae,11,3024.51079931737
654,R,2,20,macro,predador,geophylomorpha,3,3943.59480867418
655,R,2,20,macro,predador,lycosidae,1,6800
656,R,2,Frag,meso,detritivoro,enquitreido,2,1160.3103907369
657,R,2,Frag,meso,detritivoro,isotomidae,1,6.33747093534396
658,R,2,Frag,meso,detritivoro,oripodidae,2,5.66438954971265
659,R,2,Frag,meso,microfitofago,entomobryoidea,1,39.791130964606
660,R,2,Frag,meso,microfitofago,galumnidae,1,8.57182529334826
661,R,2,Frag,meso,microfitofago,larva_sciaridae,3,11073.5167299665
662,R,2,Frag,meso,microfitofago,onichiuridae,2,2.17608344499572
663,R,2,Frag,meso,microfitofago,oribatulidae,1,6.96684376023273
664,R,2,Frag,meso,omnivoro,hipogastruridae,2,22.2076667918063
665,R,2,Frag,meso,omnivoro,tardigrado,1,167.623340772666
666,R,2,H,macro,detritivoro,diplopoda,1,47200
667,R,2,H,macro,detritivoro,oniscoidea,37,11718.9189189189
668,R,2,H,macro,microfitofago,larva_elateridae,3,933.333333333333
669,R,2,H,macro,predador,formicidae,2,2263.8348877047
670,R,2,H,macro,predador,lycosidae,2,6400
671,R,2,H,macro,predador,staphylinidae,1,3571.09643347206
672,R,2,H,meso,microfitofago,entomobryoidea,1,152.783566389779
673,R,2,H,meso,microfitofago,larva_sciaridae,2,19164.2793644236
674,R,2,Hoja,macro,detritivoro,larva_coleoptero,1,3708.1573805
675,R,2,Hoja,macro,microfitofago,psocoptera,1,141.276736805202
676,R,2,Hoja,meso,detritivoro,enquitreido,8,855.065502178269
677,R,2,Hoja,meso,detritivoro,isotomidae,2,2.55723818990148
678,R,2,Hoja,meso,detritivoro,oripodidae,1,12.0944242844404
679,R,2,Hoja,meso,herbivoro,afido,1,105.803062538991
680,R,2,Hoja,meso,microfitofago,onichiuridae,2,2.4299499845254
681,R,2,Hoja,meso,microfitofago,oppioidea,1,13.7017832877069
682,R,2,Hoja,meso,omnivoro,tardigrado,9,221.212422669182
683,R,2,Hoja,meso,predador,parasitidae,2,11.400305998416
684,R,2,humus,meso,detritivoro,enquitreido,3,910.247092755906
685,R,2,humus,meso,detritivoro,eupthiracaroidea,3,48.1595349530916
686,R,2,humus,meso,detritivoro,isotomidae,4,3.55775016365506
687,R,2,humus,meso,detritivoro,oripodidae,5,11.6391061492714
688,R,2,humus,meso,detritivoro,scheloribates,6,12.255541039338
689,R,2,humus,meso,microfitofago,eremobelbidae,3,59.7420919592818
690,R,2,humus,meso,microfitofago,onichiuridae,3,3.66701493904233
691,R,2,humus,meso,microfitofago,oribatulidae,3,20.9679631159715
692,R,2,humus,meso,omnivoro,astigmata,6,7.78451528294766
693,R,2,humus,meso,omnivoro,tardigrado,26,163.045387601885
694,R,2,humus,meso,predador,eviphididae,3,21.9681432672022
695,R,2,humus,meso,predador,rhagidiidae,1,0.6090343010279
696,R,2,humus,meso,predador,tydeoidea,1,0.98266782747519
697,R,2,humus,meso,predador,uropodidae,1,13.7102990919586
698,R,3,10,macro,detritivoro,Aporrectodea_caliginosa,1,64500
699,R,3,10,macro,detritivoro,diplopoda,1,49200
700,R,3,10,macro,detritivoro,juvenil,19,10507.8947368421
701,R,3,10,macro,detritivoro,larva_curculionidae,2,6600
702,R,3,10,macro,detritivoro,oniscoidea,14,8057.14285714286
703,R,3,10,macro,detritivoro,ptinidae,1,2000
704,R,3,10,macro,microfitofago,gasteropoda,3,146.700150915885
705,R,3,10,macro,microfitofago,larva_elateridae,1,5200
706,R,3,10,macro,predador,carabidae,1,3200
707,R,3,10,macro,predador,geophylomorpha,2,5200
708,R,3,10,macro,predador,linyphiidae,1,2000
709,R,3,10,macro,predador,lycosidae,1,8000
710,R,3,10,macro,predador,nematomorpha,1,10000
711,R,3,10,macro,predador,staphylinidae,3,2800
712,R,3,10,meso,detritivoro,ceratozetoidea,3,36.7035405623161
713,R,3,10,meso,detritivoro,enquitreido,10,1906.19599984263
714,R,3,10,meso,detritivoro,epilhomanioidea,4,10.6628137055171
715,R,3,10,meso,detritivoro,eupthiracaroidea,1,68.0345828631327
716,R,3,10,meso,detritivoro,oripodidae,3,21.21711944323
717,R,3,10,meso,detritivoro,pupa_diptera,3,3364.39642683333
718,R,3,10,meso,microfitofago,entomobryoidea,2,25.9967465708505
719,R,3,10,meso,microfitofago,eremobelbidae,4,77.4821346207863
720,R,3,10,meso,microfitofago,onichiuridae,17,2.58881820524132
721,R,3,10,meso,microfitofago,oppioidea,5,12.1799029398465
722,R,3,10,meso,predador,rhodacaroidea,1,3.56047797023157
723,R,3,10,micro,herbivoro,fitofago,315,0.641975959373969
724,R,3,10,micro,microfitofago,bacterivoro,241,2.17797391701793
725,R,3,10,micro,microfitofago,fungivoro,556,4.36167624070436
726,R,3,10,micro,omnivoro,omnivoro,52,6.64766694332874
727,R,3,10,micro,predador,predador,42,3.67751760096312
728,R,3,20,macro,detritivoro,blattodea,1,5200
729,R,3,20,macro,detritivoro,diplopoda,2,8800
730,R,3,20,macro,detritivoro,juvenil,1,12000
731,R,3,20,macro,detritivoro,larva_coleoptero,1,6400
732,R,3,20,macro,detritivoro,oniscoidea,3,12266.6666666667
733,R,3,20,macro,microfitofago,gasteropoda,1,1600
734,R,3,20,macro,predador,formicidae,1,724.653207475769
735,R,3,20,macro,predador,geophylomorpha,1,12000
736,R,3,20,macro,predador,lycosidae,1,1397.35319808825
737,R,3,20,macro,predador,staphylinidae,1,2120.24255755238
738,R,3,20,meso,detritivoro,enquitreido,6,2487.36137034487
739,R,3,Frag,macro,herbivoro,hemiptera,1,331.904490354754
740,R,3,Frag,macro,microfitofago,gasteropoda,7,115.188386629324
741,R,3,Frag,macro,predador,carabidae,3,178.598627284517
742,R,3,Frag,macro,predador,larva_carabidae,1,5970.46784
743,R,3,Frag,macro,predador,staphylinidae,1,2640.29451923519
744,R,3,Frag,macro,NA,ptilidae,1,1702.8697399066
745,R,3,Frag,meso,detritivoro,ceratozetoidea,5,35.0195041416041
746,R,3,Frag,meso,detritivoro,enquitreido,43,1818.97335349253
747,R,3,Frag,meso,detritivoro,epilhomanioidea,2,73.1581502332361
748,R,3,Frag,meso,detritivoro,eupthiracaroidea,34,75.43031645251
749,R,3,Frag,meso,detritivoro,isotomidae,8,13.7050357794916
750,R,3,Frag,meso,detritivoro,oripodidae,13,29.9570388945315
751,R,3,Frag,meso,detritivoro,scheloribates,4,25.0220797560377
752,R,3,Frag,meso,detritivoro,symphypleona,1,97.6812248461524
753,R,3,Frag,meso,microfitofago,entomobryoidea,1,31.7881147529819
754,R,3,Frag,meso,microfitofago,eremobelbidae,9,57.3608199790102
755,R,3,Frag,meso,microfitofago,galumnidae,20,21.4955756622423
756,R,3,Frag,meso,microfitofago,larva_sciaridae,8,1546.01729888157
757,R,3,Frag,meso,microfitofago,oppioidea,4,17.6915129493056
758,R,3,Frag,meso,microfitofago,oribatulidae,9,33.630069475498
759,R,3,Frag,meso,omnivoro,hipogastruridae,5,9.55536055049875
760,R,3,Frag,meso,predador,bdelloidea,1,8.24694998345159
761,R,3,Frag,meso,predador,dermanisoidea,4,21.1080483860874
762,R,3,Frag,meso,predador,uropodidae,2,123.55365319572
763,R,3,H,macro,detritivoro,diplopoda,1,14800
764,R,3,H,macro,detritivoro,juvenil,1,8400
765,R,3,H,macro,detritivoro,larva_scarabaeidae,1,11200
766,R,3,H,macro,detritivoro,oniscoidea,18,7488.88888888889
767,R,3,H,macro,herbivoro,hemiptera,1,359.339746026144
768,R,3,H,macro,microfitofago,gasteropoda,4,97700
769,R,3,H,macro,predador,carabidae,1,15200
770,R,3,H,macro,predador,lycosidae,4,6500
771,R,3,H,macro,predador,pseudoscorpionida,1,832.55375895074
772,R,3,H,meso,detritivoro,enquitreido,1,67.2378511532169
773,R,3,H,meso,microfitofago,entomobryoidea,2,307.97370578494
774,R,3,Hoja,macro,microfitofago,gasteropoda,1,84.3613589670941
775,R,3,Hoja,meso,detritivoro,enquitreido,42,1645.87271520193
776,R,3,Hoja,meso,detritivoro,isotomidae,1,5.46030647494867
777,R,3,Hoja,meso,detritivoro,larva_diptera,2,264.385027286216
778,R,3,Hoja,meso,detritivoro,oripodidae,1,9.4530284900917
779,R,3,Hoja,meso,microfitofago,larva_sciaridae,2,1193.30754310811
780,R,3,Hoja,meso,microfitofago,onichiuridae,1,4.50729761449571
781,R,3,Hoja,meso,omnivoro,hipogastruridae,1,11.2652026710859
782,R,3,Hoja,meso,predador,eupodoidea,1,1.75941591187772
783,R,3,humus,macro,microfitofago,gasteropoda,2,54.6903960431102
784,R,3,humus,meso,detritivoro,ceratozetoidea,18,33.558445644074
785,R,3,humus,meso,detritivoro,enquitreido,34,1048.33250310566
786,R,3,humus,meso,detritivoro,epilhomanioidea,4,36.8244641769693
787,R,3,humus,meso,detritivoro,eupthiracaroidea,35,64.0765212259648
788,R,3,humus,meso,detritivoro,isotomidae,8,17.9006101521712
789,R,3,humus,meso,detritivoro,larva_diptera,1,170.381924676764
790,R,3,humus,meso,detritivoro,oripodidae,26,26.8371884089948
791,R,3,humus,meso,detritivoro,scheloribates,10,36.6770079684716
792,R,3,humus,meso,microfitofago,eremobelbidae,11,64.6700496774906
793,R,3,humus,meso,microfitofago,galumnidae,4,36.8005895840041
794,R,3,humus,meso,microfitofago,larva_sciaridae,4,2713.33334473546
795,R,3,humus,meso,microfitofago,lohmanidae,2,10.6523310406261
796,R,3,humus,meso,microfitofago,onichiuridae,9,10.2101401203299
797,R,3,humus,meso,microfitofago,oppioidea,8,15.2633392084909
798,R,3,humus,meso,microfitofago,oribatulidae,14,39.2769092258239
799,R,3,humus,meso,microfitofago,protura,1,1.84496997188079
800,R,3,humus,meso,omnivoro,astigmata,16,13.0660076436184
801,R,3,humus,meso,omnivoro,hipogastruridae,4,14.7002140612928
802,R,3,humus,meso,predador,eupodoidea,3,6.75376196458307
803,R,3,humus,meso,predador,eviphididae,1,22.1506446059002
804,R,3,humus,meso,predador,parasitidae,4,25.1868179239439
805,R,3,humus,meso,predador,penthalidae,1,16.9950615723248
806,R,3,humus,meso,predador,tenerifidae,2,9.06274985615141
807,R,3,humus,meso,predador,uropodidae,3,25.9816256869842
