ID;system;site;sample;month;year;specie;ind;biomass;length;width;season;class;order;habitat;guild;diet;P;MO;CE;Ph;DAP;HR;Ca;Mg;NA;K;N;ARA;RESP;RM_0-5;RM_5=10
1472;G;L24;oeste;agosto;2009;isotomidae;83;4,979074953;989,4121;238,0581;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1473;G;L24;oeste;agosto;2009;isotomidae;84;1,67465765;668,5798;143,2735;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1474;G;L24;oeste;agosto;2009;isotomidae;85;0,964620386;548,2481;136,3908;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1475;G;L24;oeste;agosto;2009;isotomidae;86;2,742426271;798,3748;155,6655;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1476;G;L24;oeste;agosto;2009;isotomidae;87;1,888533781;698,1195;133,5258;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1477;G;L24;oeste;agosto;2009;isotomidae;88;0,698185185;488,0661;134,3453;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1478;G;L24;oeste;agosto;2009;isotomidae;89;2,149985133;731,4513;162,5399;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1479;G;L24;oeste;agosto;2009;isotomidae;90;7,643335011;1154,3353;318,9903;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1480;G;L24;oeste;agosto;2009;isotomidae;91;1,123293026;579,1183;119,5917;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1481;G;L24;oeste;agosto;2009;isotomidae;92;0,500045663;432,847;141,3692;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1482;G;L24;oeste;agosto;2009;isotomidae;93;1,404246408;627,5401;188,8405;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1483;G;L24;oeste;agosto;2009;isotomidae;94;1,803889499;686,6986;215,1279;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1484;G;L24;oeste;agosto;2009;isotomidae;95;0,670543281;481,0253;146,2617;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1485;G;L24;oeste;agosto;2009;isotomidae;96;1,635732127;662,9476;225,8464;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1486;G;L24;oeste;agosto;2009;isotomidae;97;4,469527913;951,7248;233,6894;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1487;G;L24;oeste;agosto;2009;isotomidae;98;0,348182021;380,0025;107,8408;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1488;G;L24;oeste;agosto;2009;isotomidae;99;0,464452779;421,5015;60,3922;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1489;G;L24;oeste;agosto;2009;parasitoidea;100;4,903510438;491,2832;223,9608;I;acari;mesostigmata;epiedaphic;predator;predator;5,43;5,51;0,52;6,76;1,04;0,25;5,15;1,98;0,56;1,466;0,30413;0,12;0,063518251;0,0001;0,0001
1490;G;L24;oeste;febrero;2009;epilohmannioidea;1;2,001998123;467,9312;140,0947;V;acari;oribatida;hemiedaphic;detritivore;macrophytophages;26,77;2,34;1,28;6,34;1,09;0,29;4,65;2,05;0,43;1,5;0,2822;0,34;0,11;0,0001;0,0001
1491;G;L24;oeste;febrero;2009;epilohmannioidea;2;2,483085123;387,9458;194,519;V;acari;oribatida;hemiedaphic;detritivore;macrophytophages;26,77;2,34;1,28;6,34;1,09;0,29;4,65;2,05;0,43;1,5;0,2822;0,34;0,11;0,0001;0,0001
1492;G;L24;oeste;febrero;2009;isotomidae;3;1,485466448;640,3619;123,346;V;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;26,77;2,34;1,28;6,34;1,09;0,29;4,65;2,05;0,43;1,5;0,2822;0,34;0,11;0,0001;0,0001
1493;G;L24;oeste;febrero;2009;oppioidea;4;0,566270842;226,2568;117,2021;V;acari;oribatida;euedaphic;microphytophages;microphytophages;26,77;2,34;1,28;6,34;1,09;0,29;4,65;2,05;0,43;1,5;0,2822;0,34;0,11;0,0001;0,0001
1494;G;L24;oeste;febrero;2009;oripodoidea;5;4,564356093;414,7382;258,1095;V;acari;oribatida;hemiedaphic;detritivore;panphytophages;26,77;2,34;1,28;6,34;1,09;0,29;4,65;2,05;0,43;1,5;0,2822;0,34;0,11;0,0001;0,0001
1495;G;L24;oeste;junio;2010;oribátido;1;0,678841499;286,5456;112,8287;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1496;G;L24;oeste;junio;2010;dermanyssoidea;2;9,522889843;564,2816;349,6608;I;acari;mesostigmata;epiedaphic;predator;predator;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1497;G;L24;oeste;junio;2010;hypogastruridae;3;1,79469715;514,4807;166,1335;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1498;G;L24;oeste;junio;2010;hypogastruridae;4;2,259640298;563,1235;174,7562;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1499;G;L24;oeste;junio;2010;hypogastruridae;5;3,406288802;661,4584;157,8292;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1500;G;L24;oeste;junio;2010;hypogastruridae;6;2,49253759;585,2083;182,1543;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1501;G;L24;oeste;junio;2010;hypogastruridae;7;21,99992119;1374,6887;428,7977;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1502;G;L24;oeste;junio;2010;hypogastruridae;8;13,16612983;1124,0041;452,8341;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1503;G;L24;oeste;junio;2010;hypogastruridae;9;1,627505384;495,1248;177,0303;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1504;G;L24;oeste;junio;2010;hypogastruridae;10;16,52592933;1228,7876;518,9351;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1505;G;L24;oeste;junio;2010;hypogastruridae;11;14,40086357;1164,2191;376,406;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1506;G;L24;oeste;junio;2010;hypogastruridae;12;13,15513162;1123,6358;390,403;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1507;G;L24;oeste;junio;2010;hypogastruridae;13;15,79124223;1207,0684;432,112;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1508;G;L24;oeste;junio;2010;hypogastruridae;14;3,262911164;650,397;184,8135;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1509;G;L24;oeste;junio;2010;hypogastruridae;15;1,681320383;501,4817;107,5094;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1510;G;L24;oeste;junio;2010;hypogastruridae;16;28,35798282;1518,5927;599,7266;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1511;G;L24;oeste;junio;2010;hypogastruridae;17;17,16445608;1247,1921;450,4455;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1512;G;L24;oeste;junio;2010;hypogastruridae;18;6,97988396;876,3661;391,4656;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1513;G;L24;oeste;junio;2010;hypogastruridae;19;24,40024125;1431,6631;423,9013;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1514;G;L24;oeste;junio;2010;hypogastruridae;20;30,80491104;1568,6904;486,7747;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1515;G;L24;oeste;junio;2010;hypogastruridae;21;22,4527164;1385,7155;479,3121;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1516;G;L24;oeste;junio;2010;hypogastruridae;22;21,57221253;1364,1454;514,6781;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1517;G;L24;oeste;junio;2010;hypogastruridae;23;20,87875054;1346,7776;398,689;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1518;G;L24;oeste;junio;2010;hypogastruridae;24;19,42206187;1309,1173;311,8501;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1519;G;L24;oeste;junio;2010;hypogastruridae;25;3,328963479;655,5288;149,7299;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1520;G;L24;oeste;junio;2010;hypogastruridae;26;7,817603894;916,1987;343,7708;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1521;G;L24;oeste;junio;2010;hypogastruridae;27;20,52030794;1337,6627;314,1684;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1522;G;L24;oeste;junio;2010;isotomidae;28;4,420216096;947,9343;258,132;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1523;G;L24;oeste;junio;2010;oripodoidea;29;1,04921465;268,5446;149,328;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1524;G;L24;oeste;junio;2010;oripodoidea;30;1,514199764;289,8309;177,6668;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1525;G;L24;oeste;junio;2010;oripodoidea;31;1,637383107;294,2608;184,6059;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1526;G;L24;oeste;junio;2010;oppioidea;32;1,628461426;285,1155;190,7291;I;acari;oribatida;euedaphic;microphytophages;microphytophages;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1527;G;L24;oeste;junio;2010;oppioidea;33;0,542882277;236,5755;108,0038;I;acari;oribatida;euedaphic;microphytophages;microphytophages;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1528;G;L24;oeste;junio;2010;oripodoidea;34;5,436798887;436,5622;275,608;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1529;G;L24;oeste;junio;2010;oripodoidea;35;5,361629077;423,1329;282,9271;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1530;G;L24;oeste;junio;2010;oripodoidea;36;4,507367934;463,0822;225,1634;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1531;G;L24;oeste;junio;2010;oripodoidea;37;10,03399715;555,0451;323,382;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1532;G;L24;oeste;junio;2010;oripodoidea;38;4,659045945;452,7386;236,6558;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1533;G;L24;oeste;junio;2010;oripodoidea;39;2,750973583;344,7343;222,6609;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1534;G;L24;oeste;junio;2010;oripodoidea;40;2,135970724;301,9671;216,6281;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1535;G;L24;oeste;junio;2010;tydeoidea;41;0,97461774;347,7073;153,7247;I;acari;trombidiformes;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1536;G;L24;oeste;junio;2010;tydeoidea;42;1,456891299;397,568;191,6982;I;acari;trombidiformes;hemiedaphic;omnivore;omnivore;7,24983;4,764444444;0,2976;6,28;1,268644937;0,375272162;5;2;0,86;0,98;0,41316;0,183059148;0,1;0;0,75
1537;G;L24;norte;agosto;2008;epilohmannioidea;1;3,188940807;488,1721;182,044;I;acari;oribatida;hemiedaphic;detritivore;macrophytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1538;G;L24;norte;agosto;2008;oripodoidea;2;4,020274527;424,4008;229,5387;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1539;G;L24;norte;agosto;2008;oripodoidea;3;2,570436036;410,7067;173,2166;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1540;G;L24;norte;agosto;2008;hypogastruridae;4;5,038094183;771,1933;206,0256;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1541;G;L24;norte;agosto;2008;hypogastruridae;5;1,766277517;511,2703;105,5805;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1542;G;L24;norte;agosto;2008;oripodoidea;6;0,745405799;231,7585;138,7155;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1543;G;L24;norte;agosto;2008;oripodoidea;7;0,60885503;245,2305;112,45;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1544;G;L24;norte;agosto;2008;oripodoidea;8;1,270899738;280,8167;162,61;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1545;G;L24;norte;agosto;2008;oripodoidea;9;1,550508099;303,0594;171,6042;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1546;G;L24;norte;agosto;2008;oripodoidea;10;1,49373708;285,1105;179,3237;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1547;G;L24;norte;agosto;2008;oripodoidea;11;1,132095599;271,0148;156;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1548;G;L24;norte;agosto;2008;oripodoidea;12;1,290185795;286,8845;160,3527;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1549;G;L24;norte;agosto;2008;oripodoidea;13;1,635969687;306,3674;176,0824;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1550;G;L24;norte;agosto;2008;oripodoidea;14;1,681599033;303,712;181,3946;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1551;G;L24;norte;agosto;2008;oripodoidea;15;1,44361417;282,016;177,2287;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1552;G;L24;norte;agosto;2008;oripodoidea;16;2,162842549;337,6166;192,0937;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1553;G;L24;norte;agosto;2008;oripodoidea;17;1,113601715;285,5679;145,1206;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1554;G;L24;norte;agosto;2008;oripodoidea;18;3,581381584;364,7872;251,8035;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1555;G;L24;norte;agosto;2008;oripodoidea;19;7,154110364;481,918;299,0686;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1556;G;L24;norte;agosto;2008;oripodoidea;20;7,283591112;462,039;318,0566;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1557;G;L24;norte;agosto;2008;oripodoidea;21;8,057309776;511,7353;303,7269;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1558;G;L24;norte;agosto;2008;oripodoidea;22;6,011171168;485,8681;261,62;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1559;G;L24;norte;agosto;2008;oripodoidea;23;5,334958316;449,049;263,1805;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;16,1;2,68;1,84;5,9;1,08;0,15;4,84;2,05;0,96;1,69;0,3423;0,9464;0,092785794;7;7,5
1560;G;L24;norte;febrero;2009;epilohmannioidea;1;1,790531088;404,0854;150,8145;V;acari;oribatida;hemiedaphic;detritivore;macrophytophages;9,78;2,73;1,13;5,57;0,99;0,26;5,1;1,6;0,48;1,02;0,3657;0,286;0,0671;0,0001;1,5
1561;G;L24;norte;febrero;2009;isotomidae;2;0,767621979;504,9989;151,8592;V;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;9,78;2,73;1,13;5,57;0,99;0,26;5,1;1,6;0,48;1,02;0,3657;0,286;0,0671;0,0001;1,5
1562;G;L24;norte;febrero;2009;onychiuridae;3;2,485333356;821,6471;179,5055;V;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;9,78;2,73;1,13;5,57;0,99;0,26;5,1;1,6;0,48;1,02;0,3657;0,286;0,0671;0,0001;1,5
1563;G;L24;norte;febrero;2009;oppioidea;4;1,640266098;347,829;152,3155;V;acari;oribatida;euedaphic;microphytophages;microphytophages;9,78;2,73;1,13;5,57;0,99;0,26;5,1;1,6;0,48;1,02;0,3657;0,286;0,0671;0,0001;1,5
1564;G;L24;norte;febrero;2009;oppioidea;5;0,535506363;244,8122;102,8008;V;acari;oribatida;euedaphic;microphytophages;microphytophages;9,78;2,73;1,13;5,57;0,99;0,26;5,1;1,6;0,48;1,02;0,3657;0,286;0,0671;0,0001;1,5
1565;G;L24;norte;febrero;2009;oripodoidea;6;8,07400495;512,7885;303,4535;V;acari;oribatida;hemiedaphic;detritivore;panphytophages;9,78;2,73;1,13;5,57;0,99;0,26;5,1;1,6;0,48;1,02;0,3657;0,286;0,0671;0,0001;1,5
1566;G;L24;norte;febrero;2009;oripodoidea;7;3,832160577;399,89;237,6215;V;acari;oribatida;hemiedaphic;detritivore;panphytophages;9,78;2,73;1,13;5,57;0,99;0,26;5,1;1,6;0,48;1,02;0,3657;0,286;0,0671;0,0001;1,5
1567;G;L24;norte;diciembre;2010;hypogastruridae;1;3,755527698;687,2676;160,0812;V;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;2,202036667;1,675;0,5088;6,32;1,13846376;0,240279011;4,725;1,55;1,1;1,2;0,2462;0,147;0,0048;0;2
1568;G;L24;norte;diciembre;2010;hypogastruridae;2;4,653769278;747,565;200,082;V;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;2,202036667;1,675;0,5088;6,32;1,13846376;0,240279011;4,725;1,55;1,1;1,2;0,2462;0,147;0,0048;0;2
1569;G;L24;norte;diciembre;2010;hypogastruridae;3;6,338775968;843,8721;199,581;V;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;2,202036667;1,675;0,5088;6,32;1,13846376;0,240279011;4,725;1,55;1,1;1,2;0,2462;0,147;0,0048;0;2
1570;G;L24;norte;diciembre;2010;hypogastruridae;4;1,520545624;482,0999;169,3965;V;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;2,202036667;1,675;0,5088;6,32;1,13846376;0,240279011;4,725;1,55;1,1;1,2;0,2462;0,147;0,0048;0;2
1571;G;L24;norte;diciembre;2010;onychiuridae;5;1,087022632;608,2565;145,7311;V;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;2,202036667;1,675;0,5088;6,32;1,13846376;0,240279011;4,725;1,55;1,1;1,2;0,2462;0,147;0,0048;0;2
